Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a função principal do motor a vapor?,Convertir la energía calorífica en trabajo mecánico.,2.4,4.75438,0.88889,0.800,3.5,4.10211,1.0,0.000
Em que foi inventado o motor a vapor?,Na antiguidade por Heron de Alexandria.,2.22222,4.37319,1.0,0.500,1.57143,3.79304,1.0,0.250
Quais são os principais componentes de um motor a vapor?,Válvula de admissão,2.36364,4.82961,1.0,0.600,0.66667,2.50045,1.0,0.000
Qual é uma desvantagem do motor a vapor em comparação com outros motores?,Consumo de combustível alto e necessidade constante de água.,2.21429,5.36491,1.0,0.500,1.8,4.75438,0.88889,0.667
Qual é o principal uso do vapor no motor a vapor?,Gerar força para mover máquinas e equipamentos.,2.91667,5.1549,0.90909,0.667,1.75,4.10211,1.0,0.400
Quem foi responsável por melhorar significativamente o funcionamento dos motores a vapor no século XIX?,James Watt.,2.8125,5.65316,1.0,0.556,1.0,1.85566,1.0,0.000
Em que situação o motor a vapor é usado hoje em grandes usinas?,Produção de eletricidade em usinas hidroelétricas.,2.35714,5.48607,0.92308,0.625,1.85714,3.79304,1.0,0.250
Qual é a velocidade das partículas do vapor when they exit the cylinder?,Aproximando 100 km/h.,4.35714,5.36491,1.0,0.222,1.25,2.50045,1.0,0.000
Qual é um benefício do motor a vapor em termos de eficiência energética?,Alta eficiência na conversão de calor em trabalho.,2.21429,5.36491,1.0,0.500,1.77778,4.37319,1.0,0.400
Quais são os principais problemas com os motores a vapor antigos?,Faltou de combustível e problemas de segurança.,2.33333,5.1549,0.90909,0.333,1.625,4.25402,0.85714,0.750
