Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
3. **Leadership**: Current Chair is Hoesung Lee, past leaders include Bert Bolin and Rajendra Pachauri.,1.65909,5.12344,0.8,0.000,3.33333,4.37319,1.0,0.000
Ano de criação do IPCC,1988,1.0,3.43523,1.0,0.333,0.0,1.0,1.0,0.000
Quem fundou o IPCC,o Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM),0.75,3.01273,1.0,0.000,2.35,5.89142,0.9375,0.385
Qual órgão da ONU criou o IPCC,o Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM),1.71429,4.10211,1.0,0.250,2.35,5.89142,0.9375,0.385
Qual é a sede do IPCC,Geneva,1.0,3.79304,1.0,0.333,0.0,1.0,1.0,0.000
Quem é atualmente o presidente do IPCC,Hoesung Lee,1.14286,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Quem foi um dos presidentes anteriores do IPCC,Bert Bolin,1.625,4.37319,1.0,0.000,0.5,1.85566,1.0,0.000
O IPCC ganhou qual prêmio importante,o Prêmio Nobel da Paz,1.0,3.79304,1.0,0.500,1.4,3.43523,1.0,0.000
Qual área geográfica abrange a sede do IPCC,Suíça,1.375,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Quem renunciou ao cargo de presidente do IPCC em fevereiro de 2015,Rajendra K. Pachauri,1.33333,5.32781,0.91667,0.500,1.0,2.50045,1.0,0.000
