Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a área total do estado de Victoria?,2274444 km2,2.1,4.61384,1.0,0.800,0.5,1.85566,1.0,0.000
Qual é a principal língua falada no estado de Victoria?,Inglês,2.36364,4.82961,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a capital do estado de Victoria?,Melbourne,2.11111,4.37319,1.0,0.750,0.0,1.0,1.0,0.000
Qual é a principal cidade do estado de Victoria?,Melbourne,2.2,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
Qual é a principal indústria do estado de Victoria?,Serviços,2.2,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
Qual é a principal montanha do estado de Victoria?,Mount Kosciuszko,2.2,4.61384,1.0,0.600,0.5,1.85566,1.0,0.000
Qual é o maior rio do estado de Victoria?,Rio Murray,2.2,4.61384,1.0,0.600,0.5,1.85566,1.0,0.000
Qual é o clima predominante no estado de Victoria?,Temperado,2.3,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
Qual é a principal atividade econômica do estado de Victoria?,Serviços,2.36364,4.82961,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a principal cidade do estado de Victoria?,Melbourne,2.2,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
Qual é o maior estádio da Austrália?,Melbourne Cricket Ground,1.75,4.10211,1.0,0.500,1.0,2.50045,1.0,0.000
