Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é a principal função de um caldeira em um motor a vapor?,Gerar vapor aquecendo água  ,2.4,5.76263,0.85714,0.667,1.5,3.01273,1.0,0.500
Qual componente converte a pressão do vapor em movimento mecânico?,Cilindro  ,2.27273,4.82961,1.0,0.833,0.0,1.0,1.0,0.000
Qual é a fonte principal de energia para um motor a vapor?,Combustão de carvão ou outro combustível  ,2.53846,5.32781,0.91667,0.833,1.16667,3.79304,1.0,0.667
Qual é a função do pistão em um motor a vapor?,Transformar a pressão do vapor em movimento linear  ,2.83333,5.1549,0.90909,0.600,1.5,4.37319,1.0,0.600
Quais são os dois principais tipos de motores a vapor com base no uso do vapor?,Motor a vapor de acionamento alternado e motor a vapor de turbina  ,2.58824,5.89142,0.9375,0.500,1.58333,5.83104,0.66667,0.286
Qual foi uma aplicação histórica significativa dos motores a vapor?,Ferrovia e navios de vapor  ,2.36364,4.82961,1.0,0.333,0.8,3.43523,1.0,0.333
Como um motor a vapor converte energia térmica em trabalho mecânico?,Através da expansão do vapor em cilindros,2.41667,5.02467,1.0,0.857,1.28571,4.10211,1.0,0.333
Qual é uma preocupação ambiental principal com motores a vapor?,Emissões de poluentes e resíduos químicos  ,2.45455,4.82961,1.0,0.500,1.16667,3.79304,1.0,0.000
Qual é a função do condensador em um motor a vapor?,Refrigera o vapor para transformá-lo em água novamente  ,2.83333,5.1549,0.90909,0.600,1.625,4.37319,1.0,0.600
Qual é uma aplicação comum dos motores a vapor na atualidade?,Geração de eletricidade em usinas termelétricas,2.25,5.02467,1.0,0.500,0.83333,3.79304,1.0,0.250
