Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que é packet switching?,método de agrupar dados em pacotes  ,1.5,3.43523,1.0,0.000,1.16667,3.79304,1.0,0.500
Quem desenvolveu o conceito de packet switching?,Paul Baran e Donald Davies  ,1.625,4.10211,1.0,0.250,1.0,3.43523,1.0,0.000
Qual era o objetivo principal do sistema?,fornecer roteamento eficiente e tolerante a falhas  ,1.75,4.10211,1.0,1.250,0.85714,4.10211,1.0,0.400
Como packet switching difere da comutação de circuitos?,usa pacotes em vez de circuitos dedicados  ,2.0,4.37319,1.0,0.000,1.0,4.10211,1.0,0.000
Qual órgão financiou a pesquisa de Baran?,Departamento de Defesa dos EUA  ,1.75,4.10211,1.0,0.500,2.0,3.43523,1.0,0.000
O que Baran contradizia com seu conceito?,pré-alocação de largura de banda  ,1.875,4.10211,1.0,0.333,0.8,3.59796,0.8,0.667
Qual termo Davies cunhou?,comutação de pacotes  ,1.6,3.01273,1.0,0.333,0.66667,2.50045,1.0,0.000
Qual característica é central para packet switching?,agrupamento de dados em pacotes  ,1.875,4.10211,1.0,0.400,0.8,3.43523,1.0,0.000
Qual rede utilizou o conceito de packet switching?,ARPANET  ,1.88889,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Qual é a base principal das comunicações de dados?,comutação de pacotes,1.8,4.61384,1.0,0.400,0.66667,2.50045,1.0,0.000
