Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é a comutação de pacotes?,A comutação de pacotes é um paradigma de comunicação de dados em que os pacetes são encaminhados individualmente entre os nós da rede.  ,1.625,4.10211,1.0,0.000,2.375,6.77102,0.86957,0.333
Como a comutação de pacotes contrasta com a comutação de circuitos?,A comutação de pacotes contrasta com a comutação de circuitos,1.83333,5.48192,0.72727,0.000,1.2,5.31335,0.7,0.000
Quem desenvolveu o conceito de Switching Adaptive Message Block?,Paul Baran desenvolveu o conceito de Switching Adaptive Message Block.  ,2.2,4.61384,1.0,0.167,2.09091,4.82961,1.0,0.125
Qual é uma vantagem da comutação de pacotes em comparação à comutação de circuitos?,A comutação de pacotes otimiza o uso da largura de banda e minimiza a latência.  ,2.2,5.76263,0.85714,0.286,2.4375,5.89204,0.86667,0.375
Qual modelo garante a entrega ordenada dos pacetes?,O modelo de ligação (circuito virtual) garante a entrega ordenada dos pacetes,2.11111,4.37319,1.0,0.200,1.78571,5.20226,1.0,0.250
 Qual tipo de comutação permite reajustar os links caso ocorra uma falha?,A comutação sem ligação permite reajustar os links caso ocorra uma falha.  ,2.46154,5.20226,1.0,0.143,2.61538,5.20226,1.0,0.143
Quem é creditado por cunhar o nome moderno comutação de pacotes?,Donald Davies é creditado por cunhar o nome moderno de comutação de pacotes.  ,2.33333,5.02467,1.0,0.286,1.92857,5.48607,0.92308,0.222
Qual exemplo usa datagramas na comutação sem ligação?,O endereço IP é um exemplo que usa datagramas na comutação sem ligação.  ,2.77778,4.37319,1.0,0.400,2.21429,5.36491,1.0,0.375
Como a comutação de pacotes utiliza melhor os recursos da rede?,A comutação de pacotes utiliza técnicas de multiplexagem temporal estatística para otimizar o uso de largura de banda.  ,2.33333,5.02467,1.0,0.333,2.36842,6.35243,0.83333,0.364
Qual método encaminha cada pacete independentemente?,A comutação sem ligação encaminha cada pacete independentemente,1.71429,3.79304,1.0,0.250,1.25,4.37319,1.0,0.200
