Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
5. History: European settlement origin, mention of Andrew Jackson.,0.85,3.43523,1.0,0.000,2.0,3.01273,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Jacksonville está localizado no noroeste da Florida?,Sim,2.375,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
A população de Jacksonville foi de 949.611 em 2020?,Sim,2.2,4.75438,0.88889,0.200,0.0,1.0,1.0,0.000
O Jaxty straddles the St. Johns River,Yes,1.25,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
qual é a principal activities da cidade de Jacksonville?,Tourism,2.1,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
Was Jacksonville a site European settlement?,Yes,1.71429,3.79304,1.0,0.833,0.0,1.0,1.0,0.000
The Jacksonville Beaches are along which coastal line?,Atlantic coast,4.0,4.37319,1.0,0.000,0.5,1.85566,1.0,0.000
A cidade tem uma relations history with the Timucua people?,Yes,2.72727,4.82961,1.0,0.125,0.0,1.0,1.0,0.000
Para qual型号 was built in 1822 near Jacksonville?,Platted town named after Andrew Jackson,3.33333,4.37319,1.0,0.000,2.5,3.79304,1.0,0.000
