Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
1. What is the abbreviation for Southern California?,SoCal,1.4375,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
2. How many counties are part of Southern California's traditional description?,eight,1.94231,5.20226,1.0,0.083,0.0,1.0,1.0,0.000
3. What language is predominantly spoken in Southern California?,English,1.91667,4.61384,1.0,0.000,0.0,1.0,1.0,0.000
4. Which state borders Southern California to the east?,Nevada,1.91667,4.61384,1.0,0.000,0.0,1.0,1.0,0.000
5. Beyond which international border does Southern California extend?,Mexican border,1.91667,4.61384,1.0,0.000,0.5,1.85566,1.0,0.000
6. What is the name of the area beyond Tijuana where Southern California extends?,Tijuana,3.10714,5.63172,0.92857,0.000,0.0,1.0,1.0,0.000
7. How large is Southern California in terms of population as of 2020?,over 39 million people,2.21154,5.48607,0.92308,0.000,0.75,3.01273,1.0,0.000
8. Name one major city in Southern California.,Los Angeles or San Diego,1.6875,4.37319,1.0,0.125,1.4,3.43523,1.0,0.000
9. What is the economic significance of Southern California?,it's a major economic center,1.91667,4.61384,1.0,0.000,1.14286,3.79304,1.0,0.400
10. Which indigenous languages are historically spoken in Southern California?,Tongva and Tataviam,2.15,4.82961,1.0,0.000,1.0,2.50045,1.0,0.000
