Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando foi fundada a Universidade Harvard?,1636,1.57143,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual é o principal campus da Universidade Harvard localizado?,Cambridge,2.3,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
Qual foi o ano em que o curso de Medicina começou a ser oferecido na Universidad Harvard?,1803,2.16667,6.00792,0.94118,0.444,0.0,1.0,1.0,0.000
Qual prêmio importante recebeu a Universidade Harvard em 2018?,Prêmio Nobel de Química,2.0,4.61384,1.0,0.333,0.75,3.01273,1.0,0.250
Qual é o nome do fundador da Universidade Harvard?,John Harvard,2.7,4.61384,1.0,0.200,0.5,1.85566,1.0,0.000
Qual foi o ano que a Universidade Harvard recebeu sua carta de autorização para funcionar?,1650,1.9375,5.65316,1.0,0.500,0.0,1.0,1.0,0.000
Qual é o nome do filantropo mais importante associado à Universidade Harvard?,Bill Gates,2.53846,5.20226,1.0,0.375,0.5,1.85566,1.0,0.000
Em qual estado está localizado o campus principal da Universidade Harvard?,Massachusetts,2.0,5.02467,1.0,0.286,0.0,1.0,1.0,0.000
Qual foi o nome do primeiro reitor da Universidade Harvard após sua fundação?,Henry Dunne,2.64286,5.36491,1.0,0.286,0.5,1.85566,1.0,0.000
Qual é a especialização científica da Universidade Harvard mais premiada recentemente?,Fisiologia e Medicina Celular,2.33333,5.02467,1.0,0.125,0.75,3.01273,1.0,0.000
 Qual foi o ano em que a Escola de Negociação da Harvard Business School foi criada?,1908,2.58824,5.89142,0.9375,0.182,0.0,1.0,1.0,0.000
