Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é o nome chinês da dinastia Yuan?,元朝,1.88889,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Quando foi fundada a dinastia Yuan?,1271,1.57143,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual imperador mongol fundou a dinastia Yuan?,Kublai Khan,2.0,4.10211,1.0,0.200,0.5,1.85566,1.0,0.000
Qual era o título oficial da dinastia Yuan?,Grande Yuan (Dà Yuán),1.88889,4.37319,1.0,0.800,2.5,3.01273,1.0,0.000
Qual é o nome alternativo da dinastia Yuan em mongol?,Yeke Mongγol Ulus,2.90909,4.82961,1.0,0.167,1.0,2.50045,1.0,0.000
 Qual foi a capital da dinastia Yuan?,Khanbaliq,2.0,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual foi o imperador que dissolveu a dinastia Yuan?,Ming dynasty,1.7,4.61384,1.0,0.200,0.5,1.85566,1.0,0.000
Quem foi o neto de Genghis Khan que fundou a dinastia Yuan?,Kublai Khan,2.15385,5.20226,1.0,0.143,0.5,1.85566,1.0,0.000
Qual foi o ano em que a dinastia Yuan foi oficialmente declarada?,1271,1.92308,5.32781,0.91667,0.143,0.0,1.0,1.0,0.000
 Qual evento marcou o fim da dinastia Yuan?,Fell in 1368 with the establishment of the Ming dynasty,2.11111,4.37319,1.0,0.400,4.5,4.96484,0.9,0.000
