Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é o mês com a maior precipitação em Varsóvia?,Março,1.72727,4.82961,1.0,0.400,0.0,1.0,1.0,0.000
Qual é o lema da cidade de Varsóvia?,Semper invicta (Sempre Invicta).,1.77778,4.37319,1.0,0.250,2.0,3.17866,0.75,0.000
Qual é a umidade média em setembro em Varsóvia?,79.5%.,1.8,4.75438,0.88889,0.600,1.0,1.85566,1.0,0.000
Quantos dias choveu ao longo do ano em Varsóvia?,162.9 dias.,2.1,4.61384,1.0,0.250,1.0,1.85566,1.0,0.000
Qual foi a temperatura máxima registrada em junho em Varsóvia?,36.2°C.,2.18182,4.96484,0.9,0.333,1.0,1.0,1.0,0.000
Qual é o nome da ponte localizada em Varsóvia mencionado no texto?,Łazienkowski Bridge.,2.61538,5.20226,1.0,0.429,1.0,1.85566,1.0,0.000
O que classifica Varsóvia como um wikidata_type_synset-monument-noun-2?,Monumento histórico.,2.0,4.10211,1.0,0.000,1.0,1.85566,1.0,0.500
Em qual categoria Varsóvia está listada na DBpedia?,Category:Cities_and_towns_in_Masovian_Voivodeship.,2.0,4.37319,1.0,0.200,1.5,1.85566,1.0,0.000
Qual é a página da web recomendada para guia turístico de Varsóvia?,https://web.archive.org/web/20120405081905/http:/www.warsawguide.com/.,2.30769,5.20226,1.0,0.429,2.4,2.50045,1.0,0.000
Quais são os templates usados na wikiPageUsesTemplate do DBpedia para Varsóvia?,Template:! e Template:Refend.,3.25,5.02467,1.0,0.167,1.1,3.17866,0.75,0.000
