Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem foi um dos comandantes britânicos na Guerra Franco-Indígena?,Thomas Gage,2.2,4.61384,1.0,0.000,0.5,1.85566,1.0,0.000
Qual regimento participou das batalhas da Guerra Franco-Indígena?,35th (Royal Sussex) Regiment of Foot,3.33333,4.37319,1.0,0.200,3.5,3.79304,1.0,0.000
Quantas pessoas estavam nas forças regulares e milícias britânicas durante a guerra?,42,2.38462,5.20226,1.0,0.143,0.0,1.0,1.0,0.000
Qual batalha ocorreu no contexto da Guerra Franco-Indígena em 1758?,Gulf of St. Lawrence campaign,2.81818,4.82961,1.0,0.167,1.0,3.43523,1.0,0.000
Quem foi um dos comandantes franceses durante a Guerra Franco-Indígena?,Pierre de Rigaud,2.09091,4.82961,1.0,0.000,0.66667,2.50045,1.0,0.333
Qual batalha ocorreu no contexto da Guerra Franco-Indígena em 1759?,Siege of Quebec,2.81818,4.82961,1.0,0.167,1.0,2.50045,1.0,0.000
Quem foi um dos líderes indígenas aliados com os franceses na Guerra Franco-Indígena?,Shingas (líder indígena),2.42857,5.36491,1.0,0.000,2.0,2.50045,1.0,0.667
Quantos colonos europeus viviam nas colônias francesas da América do Norte durante a guerra?,aproximadamente 60.000,2.6,5.51466,1.0,0.222,0.5,1.85566,1.0,0.000
Qual foi uma das batalhas importantes no lago Champlain durante a Guerra Franco-Indígena?,Batalha de Carillon (Fort Ticonderoga),2.42857,5.36491,1.0,0.143,1.71429,3.43523,1.0,0.200
Quem liderou o ataque que resultou na Batalha de Jumonville Glen em 1754?,George Washington,2.42857,5.36491,1.0,0.250,0.5,1.85566,1.0,0.000
