Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual foi a data de início das transmissões da BSB?,25 de março de 1990,2.27273,4.82961,1.0,0.400,0.8,3.59796,0.8,0.333
Qual foi a sede da British Satellite Broadcasting?,Londres,2.33333,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Com quem a BSB se fundiu em 1990?,Sky Television plc,2.0,4.37319,1.0,0.000,1.0,2.50045,1.0,0.000
Qual foi o nome da empresa formada após a fusão?,British Sky Broadcasting,2.45455,4.82961,1.0,0.400,1.0,2.50045,1.0,0.000
Quais serviços a BSB oferecia ao Reino Unido?,serviços de televisão por satélite direto ao consumidor,2.44444,4.37319,1.0,0.000,1.25,4.37319,1.0,0.800
Em que data ocorreu a fusão entre BSB e Sky Television?,2 de novembro de 1990,2.08333,5.02467,1.0,0.167,0.8,3.59796,0.8,0.333
Qual era o objetivo da British Satellite Broadcasting?,fornecer televisão por satélite ao Reino Unido,2.33333,4.37319,1.0,0.600,1.0,4.10211,1.0,0.600
Qual o resultado da fusão entre BSB e Sky Television?,criação da British Sky Broadcasting,2.0,4.82961,1.0,0.200,2.0,3.43523,1.0,0.250
Quem era o parceiro da fusão da BSB?,Sky Television plc,2.11111,4.51932,0.875,0.250,1.0,2.50045,1.0,0.000
Qual o ano da formação da British Sky Broadcasting?,1990,3.2,4.75438,0.88889,0.400,0.0,1.0,1.0,0.000
