Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. What is Fresno's population ranking in the United States?,34,1.79167,5.02467,1.0,0.091,0.0,1.0,1.0,0.000
2. In which year was Fresno incorporated as a city?,1885,1.65,4.82961,1.0,0.444,0.0,1.0,1.0,0.000
3. What was the original purpose of Fresno's founding?,railway station of the Central Pacific Railroad,1.02273,4.82961,1.0,0.300,3.0,4.10211,1.0,0.000
4. What does the name Fresno mean in Spanish?,ash tree,1.91667,4.61384,1.0,0.000,0.5,1.85566,1.0,0.000
5. How far is Fresno from Los Angeles?,350 km,1.4375,4.37319,1.0,0.000,0.5,1.85566,1.0,0.000
6. What is the largest city in the greater Central Valley region?,Fresno,2.625,5.32781,0.91667,0.000,0.0,1.0,1.0,0.000
7. What is the third-largest majority-Hispanic city in the United States?,Fresno,2.38636,5.1549,0.90909,0.000,0.0,1.0,1.0,0.000
8. In which year was Fresno founded as a railway station?,1872,1.61364,5.02467,1.0,0.400,0.0,1.0,1.0,0.000
Qual é o ranking populacional de Fresno nos Estados Unidos?,34,1.90909,4.82961,1.0,0.000,0.0,1.0,1.0,0.000
Em que ano Fresno foi incorporado como cidade?,1885,2.0,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Qual era o propósito original da fundação de Fresno?,estaçāo ferroviária da Central Pacific Railroad,1.7,4.61384,1.0,0.800,2.5,3.79304,1.0,0.000
O que significa o nome 'Fresno' em espanhol?,carvalho,2.27273,4.51932,0.875,0.500,0.0,1.0,1.0,0.000
Qual a distância entre Fresno e Los Angeles?,350 km,2.0,4.37319,1.0,0.250,0.5,1.85566,1.0,0.000
Qual é a maior cidade da região maior do Vale do Sacramento?,Fresno,2.53846,5.47097,0.83333,0.500,0.0,1.0,1.0,0.000
Qual é a terceira maior cidade com maioria hispânica nos Estados Unidos?,Fresno,2.0,5.20226,1.0,0.375,0.0,1.0,1.0,0.000
Em que ano Fresno foi fundado como estaçāo ferroviária?,1872,1.9,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
"Qual é o desvio do UTC de Fresno, Califórnia?",480.0,1.27273,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
"Qual é a área coberta por água em Fresno, Califórnia, em milhas quadradas?",1.21,2.375,5.48607,0.92308,0.375,0.0,1.0,1.0,0.000
