Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual a população estimada de Fresno em 2020?,542.107,1.77778,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
Qual rio é mencionado como sendo abundante perto de Fresno?,San Joaquin,1.81818,4.82961,1.0,0.167,0.5,1.85566,1.0,0.000
Em que ano Fresno foi fundada como estação ferroviária?,1872,1.9,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
Qual a distância aproximada entre Fresno e Los Angeles?,350 km,2.2,4.61384,1.0,0.200,0.5,1.85566,1.0,0.000
Qual o status de Fresno como a maior cidade no Central Valley?,a maior,2.0,5.20226,1.0,0.333,0.5,1.85566,1.0,1.000
Qual o percentual da população de Fresno que era hispânica em 2020?,50.5%,1.76923,5.20226,1.0,0.333,0.5,1.85566,1.0,0.000
Quais parques nacionais estão localizados a aproximadamente 60-75 milhas de Fresno?,Yosemite,2.0,5.02467,1.0,0.000,0.0,1.0,1.0,0.000
Qual o tipo de governo de Fresno?,Strong Mayor,1.625,4.25402,0.85714,0.667,0.5,1.85566,1.0,0.000
Qual a área total de Fresno em quilômetros quadrados?,300.43,1.8,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
Qual a principal atividade econômica da região metropolitana de Fresno?,agricultura,2.63636,4.82961,1.0,0.500,0.0,1.0,1.0,1.000
