Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
- Oil prices rose from $3 to $12 per barrel by March 1974, higher in the US.,3.2,5.63172,0.92857,0.000,2.0,3.01273,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quando começou a crise do petróleo de 1973?,outubro de 1973,2.0,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.500
Quais foram os países inicialmente alvo do embargo?,Canadá,2.44444,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Qual foi o aumento no preço do petróleo durante a crise?,de US$ 3 para cerca de US$ 12 por barril,2.75,5.02467,1.0,0.800,1.75,5.30531,0.81818,0.000
Por que os países árabes impuseram o embargo?,em retaliação ao apoio a Israel durante a Guerra do Yom Kippur,2.0,4.37319,1.0,0.000,1.5,5.32781,0.91667,0.778
Quantas crises do petróleo ocorreram após 1973?,duas,2.375,4.10211,1.0,0.250,0.0,1.0,1.0,1.000
Quais foram os efeitos da crise petrolífera?,causou efeitos de curto e longo prazo na economia global,2.0,4.10211,1.0,0.250,1.0,4.82961,1.0,0.571
Qual presidente dos EUA estava no cargo durante a crise?,Richard Nixon,2.27273,4.82961,1.0,0.600,0.5,1.85566,1.0,0.000
Quando o embargo foi levantado?,março de 1974,1.66667,3.43523,1.0,0.000,0.66667,2.50045,1.0,0.500
Qual foi a resposta dos Estados Unidos ao embargo?,negociação para retirada de tropas israelenses da Península do Sinai,2.1,4.61384,1.0,0.200,1.9,4.82961,1.0,0.143
