Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Vou analisar o conteúdo fornecido para gerar 10 pares pergunta,resposta no formato CSV,1.6,4.82961,1.0,0.571,1.5,3.01273,1.0,0.667
1. Qual é a sigla do Intergovernmental Panel on Climate Change?,IPCC,1.79545,5.02467,1.0,0.125,0.0,1.0,1.0,0.000
2. Onde está localizada a sede do IPCC?,Genebra,1.125,4.37319,1.0,0.167,0.0,1.0,1.0,0.000
3. Quem é o atual presidente do IPCC?,Hoesung Lee,1.25,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
4. Em que ano foi estabelecido o IPCC?,1988,1.1875,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
5. Quais são as duas organizações que estabeleceram o IPCC?,Organização Meteorológica Mundial (OMM) e Programa das Nações Unidas para o Meio Ambiente (PNUMA),1.1,4.82961,1.0,0.200,2.16667,5.51466,1.0,0.385
6. Quantos estados membros têm o IPCC?,195,1.25,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
7. Qual o principal objetivo do IPCC?,Avançar o conhecimento científico sobre mudanças climáticas causadas por atividades humanas,1.10714,4.10211,1.0,0.750,1.72727,5.02467,1.0,0.250
8. Em que ano o IPCC compartilhou o Prêmio Nobel da Paz com Al Gore?,2007,1.51667,5.76639,0.93333,0.100,0.0,1.0,1.0,0.000
9. Em que ano o IPCC iniciou seu sexto ciclo de avaliação?,2015,1.25,5.20226,1.0,0.571,0.0,1.0,1.0,0.000
10. Em que ano será concluído o sexto ciclo de avaliação do IPCC?,2023,1.25,5.36491,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a sigla do Intergovernmental Panel on Climate Change?,IPCC,3.09091,4.82961,1.0,0.143,0.0,1.0,1.0,0.000
Onde está localizada a sede do IPCC?,Genebra,1.75,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Quem é o atual presidente do IPCC?,Hoesung Lee,2.0,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Em que ano foi estabelecido o IPCC?,1988,1.875,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Quais são as duas organizações que estabeleceram o IPCC?,Organização Meteorológica Mundial (OMM) e Programa das Nações Unidas para o Meio Ambiente (PNUMA),1.7,4.61384,1.0,0.250,2.16667,5.51466,1.0,0.385
Quantos estados membros têm o IPCC?,195,2.0,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual o principal objetivo do IPCC?,Avançar o conhecimento científico sobre mudanças climáticas causadas por atividades humanas,1.71429,3.79304,1.0,1.000,1.72727,5.02467,1.0,0.250
Em que ano o IPCC compartilhou o Prêmio Nobel da Paz com Al Gore?,2007,2.53333,5.63172,0.92857,0.111,0.0,1.0,1.0,0.000
Em que ano o IPCC iniciou seu sexto ciclo de avaliação?,2015,2.0,5.02467,1.0,0.667,0.0,1.0,1.0,0.000
Em que ano será concluído o sexto ciclo de avaliação do IPCC?,2023,2.0,5.20226,1.0,0.571,0.0,1.0,1.0,0.000
