Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Em qual ano começou a Pandema da Morte Cheia?,1346  ,2.1,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
Qual foi o impacto global da Pandema na Europa?, prejudicou a população mundial  ,2.1,4.61384,1.0,0.000,0.75,3.01273,1.0,0.667
Em qual lugar a pandema mais se difundiu?,Eurasia e Nordeste da América  ,2.0,4.37319,1.0,0.500,1.0,3.43523,1.0,0.000
Qual foi o efeito da Pandema na população mundial?, reductions de 20 milhões de habitantes  ,2.3,4.61384,1.0,0.600,0.83333,3.95066,0.83333,0.000
O que aconteceu com as cidades altas durante a Pandema?, Elas foram afetadas,2.09091,4.82961,1.0,0.000,0.66667,2.50045,1.0,0.000
Quais fases的战略 were envolvidas na combate à pandema?, isolamento,2.11111,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Qual é a principal doença associada à pandema?, Plague  ,2.0,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Em qual número ano surgiu a idéia da Pandema da Morte Cheia?,14  ,2.69231,5.32781,0.91667,0.375,0.0,1.0,1.0,0.000
Qual foi o efeito das mortes de maiores por essa pandema?, Ruízes sociais e econômicos perigosos  ,2.33333,5.02467,1.0,0.200,1.0,3.43523,1.0,0.000
Em qual lugar a Pandema mais afetou a população?,Inglaterra,2.0,4.75438,0.88889,0.600,0.0,1.0,1.0,0.000
