Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a capital da Polónia?,Warsaw (Polish: Warszawa)  ,1.71429,3.79304,1.0,0.667,1.83333,2.50045,1.0,0.000
Cúál é o número de distritos na cidade de Varsóvia?,18  ,2.18182,4.96484,0.9,0.333,0.0,1.0,1.0,0.000
Em qual rio está localizada Varsóvia?,Vistula  ,1.71429,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
Quando foi estabelecida Varsóvia como capital da Polónia?,no século XVIII  ,2.0,4.37319,1.0,0.400,1.0,2.50045,1.0,0.500
Qual é a população estimada de Varsóvia?,1,1.75,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual é a principal universidade em Varsóvia?,University of Warsaw  ,1.625,4.10211,1.0,0.500,1.0,2.50045,1.0,0.000
 Qual está a altura do prédio mais alto na UE na Varsóvia?,Varso Place (2022)  ,2.61538,5.32781,0.91667,0.571,2.0,2.50045,1.0,0.000
Em que ano Varsóvia foi destruída durante a Segunda Guerra Mundial?,1939  ,2.08333,5.02467,1.0,0.143,0.0,1.0,1.0,0.000
Quem é o maior time de futebol de Varsóvia?,Legia Warsaw  ,1.7,4.75438,0.88889,0.600,0.5,1.85566,1.0,0.000
Qual é a principal atração cultural em Varsóvia?,Teatro Nacional de Varsóvia,1.77778,4.37319,1.0,0.600,1.0,3.01273,1.0,0.250
