Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é o segundo maior estado mais populoso da Austrália?,Victoria,2.36364,4.82961,1.0,0.714,0.0,1.0,1.0,0.000
Quantas cadeiras Victoria tem no Senado Australiano?,12,2.125,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Qual é a capital de Victoria?,Melbourne,1.57143,3.79304,1.0,0.667,0.0,1.0,1.0,0.000
Qual é a segunda maior cidade da Austrália?,Melbourne,1.77778,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Quantas pessoas são imigrantes em Victoria?,35,1.71429,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
Quantos estados Victoria tem no parlamento australiano?,38,2.125,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Onde Victoria faz fronteira ao norte?,New South Wales,1.85714,3.79304,1.0,0.400,1.0,2.50045,1.0,0.000
Qual é o estado mais densamente povoado da Austrália?,Victoria,2.3,4.61384,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a maior cidade de Victoria?,Melbourne,1.625,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual é o partido que governa Victoria desde 2014?,Partido Trabalhista,1.8,4.61384,1.0,0.200,0.5,1.85566,1.0,0.000
Qual é o segundo maior estado mais populoso da Austrália?,Victoria,2.36364,4.82961,1.0,0.714,0.0,1.0,1.0,0.000
Quantas cadeiras Victoria tem no Senado Australiano?,12,2.125,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Qual é a capital de Victoria?,Melbourne,1.57143,3.79304,1.0,0.667,0.0,1.0,1.0,0.000
Qual é a segunda maior cidade da Austrália?,Melbourne,1.77778,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Quantas pessoas são imigrantes em Victoria?,35,1.71429,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
Quantos estados Victoria tem no parlamento australiano?,38,2.125,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Onde Victoria faz fronteira ao norte?,New South Wales,1.85714,3.79304,1.0,0.400,1.0,2.50045,1.0,0.000
Qual é o estado mais densamente povoado da Austrália?,Victoria,2.3,4.61384,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a maior cidade de Victoria?,Melbourne,1.625,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual é o partido que governa Victoria desde 2014?,Partido Trabalhista,1.8,4.61384,1.0,0.200,0.5,1.85566,1.0,0.000
