Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
qual é o nome comum do filo ctenophora?,carambolas-do-mar ou águas-vivas-de-pente,1.88889,4.37319,1.0,0.400,0.66667,2.50045,1.0,0.000
em que período fóssil o ctenophora está presente desde o início?,Cambriano,2.16667,5.1549,0.90909,0.833,0.0,1.0,1.0,0.000
qual característica distintiva dos ctenophora os ajuda na locomoção?,pentes formados por grupos de cílios,2.2,4.61384,1.0,0.600,0.83333,3.79304,1.0,0.000
como se movem principalmente os ctenophora?,usando cílios,1.85714,3.79304,1.0,0.333,0.5,1.85566,1.0,0.000
o que indica a presença de bioluminescência nos ctenophora?,Category:Bioluminescent ctenophores,2.3,4.61384,1.0,0.250,1.0,2.50045,1.0,0.000
qual o tamanho máximo dos ctenophora adultos?,1,2.375,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
quais modelos de página wiki são associados ao ctenophora?,Template:Good article,2.1,4.61384,1.0,0.333,1.0,2.50045,1.0,0.000
qual é a espécie-tipo do ctenophora?,Mnemiopsis leidyi,1.71429,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
como são classificadas em termos biológicos as divisões dentro dos ctenophora?,Classes: Tentaculata,2.16667,5.02467,1.0,0.167,1.0,1.85566,1.0,0.000
que tipo de célula os ctenophora possuem?,EukaryoticCell,2.625,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
