Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
1. Quantos membros compõem o Parlamento da Escócia?,129,1.1875,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
2. Onde está localizado o Parlamento da Escócia?,Edimburgo,1.125,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
3. Quando foi realizada a primeira sessão do Parlamento da Escócia?,12 de maio de 1999,1.38636,5.02467,1.0,0.125,0.8,3.59796,0.8,0.333
4. Qual é o nome do líder do Parlamento da Escócia?,Nicola Sturgeon,1.79545,5.1549,0.90909,0.286,0.5,1.85566,1.0,0.000
5. Qual é o tipo de legislativo do Parlamento da Escócia?,Unicameral,1.38636,5.02467,1.0,0.286,0.0,1.0,1.0,0.000
6. Qual partido detém a maioria dos assentos no Parlamento da Escócia?,Partido Nacional Escocês (SNP),1.79167,5.20226,1.0,0.250,2.5,3.01273,1.0,0.000
7. Qual é o nome do edifício onde o Parlamento da Escócia se reúne?,Edifício do Parlamento da Escócia,1.5,5.63172,0.92857,0.286,2.0,3.43523,1.0,0.200
8. Quando foi realizada a última eleição para o Parlamento da Escócia?,2021-05-06,1.16667,5.20226,1.0,0.125,0.0,1.0,1.0,0.000
9. Qual sistema eleitoral é usado pelo Parlamento da Escócia?,Sistema eleitoral misto (73 distritos e 52 listas regionais),1.35,4.82961,1.0,0.375,1.81818,4.61384,1.0,0.333
10. Qual comissão é responsável por turismo na Escócia?,Comissão de Turismo na Escócia,1.19444,4.61384,1.0,0.500,2.0,3.43523,1.0,0.200
pergunta,resposta  ,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quantos membros compõem o Parlamento da Escócia?,129  ,1.875,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Onde está localizado o Parlamento da Escócia?,Edimburgo,1.75,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Quando foi realizada a primeira sessão do Parlamento da Escócia?,12 de maio de 1999  ,2.27273,4.82961,1.0,0.143,0.8,3.59796,0.8,0.333
Qual é o nome do líder do Parlamento da Escócia?,Nicola Sturgeon  ,3.09091,4.96484,0.9,0.333,0.5,1.85566,1.0,0.000
Qual é o tipo de legislativo do Parlamento da Escócia?,Unicameral  ,2.27273,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
Qual partido detém a maioria dos assentos no Parlamento da Escócia?,Partido Nacional Escocês (SNP)  ,3.08333,5.02467,1.0,0.286,2.5,3.01273,1.0,0.000
Qual é o nome do edifício onde o Parlamento da Escócia se reúne?,Edifício do Parlamento da Escócia  ,2.5,5.48607,0.92308,0.333,2.0,3.43523,1.0,0.200
Quando foi realizada a última eleição para o Parlamento da Escócia?,2021-05-06  ,1.83333,5.02467,1.0,0.143,0.0,1.0,1.0,0.000
Qual sistema eleitoral é usado pelo Parlamento da Escócia?,Sistema eleitoral misto (73 distritos e 52 listas regionais)  ,2.2,4.61384,1.0,0.429,1.81818,4.61384,1.0,0.333
Qual comissão é responsável por turismo na Escócia?,Comissão de Turismo na Escócia,1.88889,4.37319,1.0,0.600,2.0,3.43523,1.0,0.200
