Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quando começou a crise do petróleo de 1973?,outubro de 1973  ,2.0,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.500
Quais países foram alvos do embargo inicial?,Canadá,1.75,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual foi o aumento do preço do petróleo em março de 1974?,quase 300%  ,2.69231,5.32781,0.91667,0.667,0.66667,2.50045,1.0,0.500
Por que a OAPEC impôs o embargo?,para retaliar contra apoio ao Israel  ,1.875,4.10211,1.0,0.000,1.0,3.79304,1.0,0.333
Qual outro nome foi dado à crise do petróleo?,primeiro choque do petróleo  ,2.1,4.61384,1.0,1.000,1.0,3.01273,1.0,1.000
Quem liderou o embargo da OAPEC?,Arábia Saudita  ,2.0,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Qual foi o impacto no preço global do petróleo?,preço subiu para US$ 12 por barril  ,2.2,4.61384,1.0,0.400,1.375,4.10211,1.0,0.200
Quando o embargo foi levantado?,março de 1974  ,1.66667,3.43523,1.0,0.000,0.66667,2.50045,1.0,0.500
Qual foi o efeito da crise na economia global?,crise de petróleo com efeitos duradouros  ,2.6,4.61384,1.0,0.600,0.83333,3.79304,1.0,0.500
O que sucedeu após o primeiro choque do petróleo?,segundo choque em 1979,2.3,4.75438,0.88889,0.750,0.75,3.01273,1.0,0.500
