Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é o nome oficial da legislatura da Escócia?,Scottish Parliament,2.1,4.75438,0.88889,0.600,0.5,1.85566,1.0,0.000
Onde está localizada a sede do Parlamento da Escócia?,Edimburgo,2.3,4.61384,1.0,0.143,0.0,1.0,1.0,0.000
Qual é o sistema eleitoral usado no Parlamento da Escócia?,Additional Member System,2.36364,4.82961,1.0,0.429,1.0,2.50045,1.0,0.000
Qual é a função principal do Parlamento da Escócia?,Legislação,2.1,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
Em que ano o Parlamento da Escócia foi estabelecido?,1999,2.3,4.61384,1.0,0.200,0.0,1.0,1.0,0.000
Qual é o nome dos membros do Parlamento da Escócia?,Members of the Scottish Parliament (MSPs),2.63636,4.82961,1.0,0.167,3.5,3.79304,1.0,0.000
O que determina a competência legislativa do Parlamento da Escócia?,Leis reservadas ao Parlamento do Reino Unido,2.36364,4.82961,1.0,0.167,1.71429,4.10211,1.0,0.000
Quem pode alterar os termos de referência do Parlamento da Escócia?,O Parlamento do Reino Unido,2.33333,5.02467,1.0,0.286,1.0,3.43523,1.0,0.000
Qual foi o resultado do referendo de 1997 que levou à criação do Parlamento da Escócia?,Devolução,2.47059,5.89142,0.9375,0.222,0.0,1.0,1.0,0.000
Quais são as duas partes do sistema eleitoral do Parlamento da Escócia?,Constituencies e Regions,2.61538,5.32781,0.91667,0.429,0.66667,2.50045,1.0,0.000
Em que ano o Parlamento da Escócia realizou sua primeira eleição?,1999,2.25,5.02467,1.0,0.333,0.0,1.0,1.0,0.000
Qual é o papel do Presiding Officer no Parlamento da Escócia?,Presidir o Parlamento,3.5,5.02467,1.0,0.143,0.66667,2.50045,1.0,0.000
Como o Parlamento da Escócia se diferencia de outras legislaturas do Reino Unido?,É uma legislatura unicameral,2.21429,5.36491,1.0,0.000,0.75,3.01273,1.0,0.000
Quais são os poderes do Parlamento da Escócia em relação ao Parlamento do Reino Unido?,Competências não reservadas,2.625,5.89204,0.86667,0.125,0.66667,2.50045,1.0,0.667
Quais são as principais áreas de competência legislativa do Parlamento da Escócia?,Saúde,2.53846,5.20226,1.0,0.250,0.0,1.0,1.0,0.000
Como o Parlamento da Escócia interage com o Parlamento do Reino Unido?,Colaboração e coordenação,2.46154,5.47097,0.83333,0.000,0.66667,2.50045,1.0,0.500
Quais são os principais desafios enfrentados pelo Parlamento da Escócia?,Autonomia limitada,2.63636,4.82961,1.0,0.143,0.5,1.85566,1.0,0.000
Quais são os objetivos do Parlamento da Escócia?,Promover o bem-estar e o desenvolvimento da Escócia,2.33333,4.37319,1.0,0.200,1.125,4.51932,0.875,0.250
Como o Parlamento da Escócia se adapta às mudanças sociais e econômicas?,Através de legislação e políticas,2.15385,5.20226,1.0,0.000,1.0,3.43523,1.0,0.500
Qual é a importância do Parlamento da Escócia para a identidade escocesa?,Fortalecimento da cultura e da história escocesa,2.76923,5.32781,0.91667,0.286,1.42857,4.25402,0.85714,0.500
Quais são os mecanismos de controle e responsabilização do Parlamento da Escócia?,Auditoria e escrutínio,2.23077,5.20226,1.0,0.286,0.66667,2.50045,1.0,0.000
Quais são os principais instrumentos utilizados pelo Parlamento da Escócia para influenciar as políticas?,Legislação,3.06667,5.51466,1.0,0.111,0.0,1.0,1.0,0.000
Quais são os impactos da União Europeia na atuação do Parlamento da Escócia?,Integração e desafios pós-Brexit,3.35714,5.48607,0.92308,0.125,0.75,3.01273,1.0,0.000
Quais são as principais áreas de colaboração entre o Parlamento da Escócia e o governo escocês?,Desenvolvimento econômico,2.17647,5.89142,0.9375,0.333,0.5,1.85566,1.0,0.500
Quais são os critérios utilizados para definir a competência legislativa do Parlamento da Escócia?,Baseado na tradição e nas necessidades da Escócia,2.73333,5.51466,1.0,0.333,1.625,4.37319,1.0,0.250
Quais são os mecanismos de revisão legislativa utilizados pelo Parlamento da Escócia?,Comissões,2.92308,5.20226,1.0,0.125,0.0,1.0,1.0,0.000
Quais são os principais atores envolvidos no processo legislativo do Parlamento da Escócia?,MSPs,3.78571,5.36491,1.0,0.333,0.0,1.0,1.0,0.000
Quais são os desafios relacionados à representação política no Parlamento da Escócia?,Diversidade,3.92308,5.20226,1.0,0.375,0.0,1.0,1.0,0.000
Quais são as políticas públicas implementadas pelo Parlamento da Escócia?,Saúde,3.09091,4.82961,1.0,0.143,0.0,1.0,1.0,0.000
Quais são os indicadores utilizados para avaliar o desempenho do Parlamento da Escócia?,Legislação aprovada,2.5,5.36491,1.0,0.375,0.5,1.85566,1.0,0.000
Quais são os principais grupos de interesse que influenciam o Parlamento da Escócia?,Empresas,1.85714,5.36491,1.0,0.250,0.0,1.0,1.0,0.000
Quais são os desafios relacionados à gestão e administração do Parlamento da Escócia?,Eficiência,2.71429,5.36491,1.0,0.250,0.0,1.0,1.0,0.000
Quais são as políticas públicas implementadas pelo Parlamento da Escócia em relação à economia?,Desenvolvimento econômico,3.4,5.51466,1.0,0.250,0.5,1.85566,1.0,0.500
