Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quando começou a crise do petróleo de 1973?,Outubro de 1973,2.0,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.000
Qual organização liderou o embargo?,OAPEC,1.66667,3.43523,1.0,0.333,0.0,1.0,1.0,0.000
Quais países foram inicialmente alvo?,Canadá,1.83333,3.43523,1.0,0.250,0.0,1.0,1.0,0.000
Qual foi o aumento no preço do petróleo?,Aumento de 300%,2.33333,4.37319,1.0,0.750,0.75,3.01273,1.0,0.000
Qual foi o preço global do petróleo?,De US$3 para US$12 por barril,1.75,4.10211,1.0,0.500,1.6,4.75438,0.88889,0.000
Qual foi o nome do primeiro choque de petróleo?,Primeiro choque de petróleo,1.8,4.61384,1.0,0.800,0.75,3.01273,1.0,0.667
Quais foram os efeitos do embargo?,Efeitos políticos e econômicos globais,1.71429,3.79304,1.0,0.000,1.0,3.43523,1.0,0.000
Quais países se juntaram depois?,Portugal,1.66667,3.43523,1.0,0.333,0.0,1.0,1.0,0.000
Qual foi a razão principal do embargo?,Apoio à Israel durante a Guerra de Yom Kippur,1.75,4.10211,1.0,0.500,1.22222,4.61384,1.0,0.750
Qual foi o impacto da crise?,Efeitos curtos e longos no mundo,1.71429,3.79304,1.0,0.333,1.33333,3.79304,1.0,0.250
