Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem fundou a Dinastia Yuan?,Kublai Khan,1.5,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Qual era a capital da Dinastia Yuan?,Dadu (atual Beijing),2.0,4.10211,1.0,0.750,2.0,2.50045,1.0,0.333
Qual era a origem étnica dos governantes da Dinastia Yuan?,Mongóis,2.36364,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
Qual era o sistema administrativo principal da Dinastia Yuan?,Divisão do império em províncias governadas por oficiais designados,2.2,4.61384,1.0,0.500,1.66667,4.61384,1.0,0.167
Qual era o nome do estado que sucedeu o Império Mongol?,Dinastia Yuan,2.08333,5.1549,0.90909,0.500,0.5,1.85566,1.0,0.000
Qual era uma contribuição cultural destacada da Dinastia Yuan?,O desenvolvimento do Yuan Zaju (teatro chinês),2.1,4.61384,1.0,0.333,1.77778,4.10211,1.0,0.600
Qual era a política religiosa da Dinastia Yuan?,Tolerância a diferentes religiões,2.33333,4.37319,1.0,0.400,0.75,3.01273,1.0,0.000
Qual era a moeda principal utilizada durante a Dinastia Yuan?,Papel-moeda,1.72727,4.96484,0.9,0.500,0.0,1.0,1.0,0.000
Qual dinastia substituiu a Dinastia Yuan?,Dinastia Ming,1.71429,3.95066,0.83333,0.000,0.5,1.85566,1.0,0.000
Quais regiões foram ampliadas durante o governo da Dinastia Yuan?,Partes da Ásia Sudeste e Europa Oriental,2.09091,4.82961,1.0,0.167,1.71429,4.10211,1.0,0.000
