Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quando foi fundada a Harvard University?,1636,1.57143,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Quem deu nome à universidade?,John Harvard,1.66667,3.43523,1.0,0.667,0.5,1.85566,1.0,0.000
Quantas campuses a Harvard possui?,Três,1.66667,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Qual é o valor da dívida da Harvard?,50,2.33333,4.51932,0.875,0.500,0.0,1.0,1.0,0.000
Qual é o maior sistema bibliográfico acadêmico?,Harvard Library,1.75,4.10211,1.0,0.400,0.5,1.85566,1.0,0.000
Quantos laureados no Prêmio Turing a Harvard tem?,Catorze,2.55556,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
Quantos presidentes dos EUA são ex-alunos?,Oito,2.42857,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
Quantos bilionários vivos a Harvard tem?,188,1.85714,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual é o número de medalhas olímpicas de ex-alunos?,110,1.8,4.75438,0.88889,0.200,0.0,1.0,1.0,0.000
Qual é a quantidade de prêmios Pulitzer ganhos?,48,1.77778,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
