Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando a British Satellite Broadcasting (BSB) foi fundada?,1986,3.18182,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
Em qual ano a BSB começou a transmitir?,1990,2.0,4.51932,0.875,0.500,0.0,1.0,1.0,0.000
Qual empresa resultou da fusão da BSB?,BSkyB,2.125,4.25402,0.85714,0.250,0.0,1.0,1.0,0.000
Qual foi o dia em que a BSB iniciou suas transmissões?,25 de março,1.83333,5.02467,1.0,0.200,0.66667,2.50045,1.0,0.500
Qual foi a data de incorporação que levou à formação da BSkyB?,Novembro de 1990,2.0,5.20226,1.0,0.333,0.66667,2.50045,1.0,0.000
Quais eram algumas das emissoras de TV pertencentes à BSB?,Galaxy,2.09091,4.82961,1.0,0.200,0.0,1.0,1.0,0.000
Qual foi o estúdio associado ao filme Hardware?,British Satellite Broadcasting,2.33333,4.37319,1.0,0.200,1.0,2.50045,1.0,0.000
Qual foi a companhia por trás do filme Memphis Belle?,British Satellite Broadcasting,1.90909,4.82961,1.0,0.400,1.0,2.50045,1.0,0.000
Qual canal foi criado para destacar filmes pornôs?,The Power Station (TV channel),1.88889,4.37319,1.0,0.667,3.0,3.43523,1.0,0.200
Qual foi o localização da sede da BSB?,Londres,2.33333,4.51932,0.875,0.250,0.0,1.0,1.0,0.000
