Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é o hiperônimo de Construction?,Process,1.57143,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Com qual indústria a empresa Langdon & Seah está associada?,Construction,2.54545,4.82961,1.0,0.286,0.0,1.0,1.0,0.000
Qual modelo de página wiki é usado para Construction?,Template:Wiktionary,2.1,4.61384,1.0,0.500,1.0,1.85566,1.0,0.000
Quem atua na indústria de Construction e tem Ability with Innovation como serviço?,Ability with Innovation,2.64286,5.36491,1.0,0.250,1.0,2.50045,1.0,0.000
O que possui o hiperônimo Construction e está relacionado a veículos ferroviários em Bosnia and Herzegovina?,Railways of the Federation of Bosnia and Herzegovina,2.35294,5.89142,0.9375,0.000,3.5,4.51932,0.875,0.000
Qual empresa atua na indústria de Construction e é mencionada junto com a Uralita Group?,Uralita Group,2.625,5.65316,1.0,0.250,0.5,1.85566,1.0,0.000
O que possui o hiperônimo Construction e está relacionado à construção de estruturas na Suécia?,Peab,2.5625,5.76639,0.93333,0.125,0.0,1.0,1.0,0.000
Quem pertence à divisão de Construction no contexto de The Access Group?,The Access Group,2.23077,5.32781,0.91667,0.143,1.0,2.50045,1.0,0.000
Qual empresa atua na indústria de Construction e é mencionada junto com a Bechtel?,Bechtel,2.66667,5.51466,1.0,0.286,0.0,1.0,1.0,0.000
O que possui o hiperônimo Construction e está relacionado a uma sequência biológica?,Puppe sequence,2.14286,5.48607,0.92308,0.000,0.5,1.85566,1.0,0.000
