Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. O que é o oxigênio?,Elemento químico com símbolo O e número atômico 8.,1.0,3.95066,0.83333,0.333,2.5,4.61384,1.0,0.667
3. Em qual grupo da tabela periódica o oxigênio está?,Grupo dos calcogênios,1.4,4.82961,1.0,0.500,1.0,2.50045,1.0,0.000
4. Qual é a forma molecular do oxigênio?,O2 (gás diatômico),1.25,4.37319,1.0,0.400,2.0,2.50045,1.0,0.333
5. Qual porcentagem do ar da Terra é oxigênio?,20,1.91667,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
6. Qual é a principal fonte de oxigênio na atmosfera?,Fotossíntese,1.15,4.82961,1.0,0.667,0.0,1.0,1.0,0.000
7. Qual é a fórmula química do ozônio?,O3,1.25,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
8. Quem descobriu o oxigênio?,Carl Wilhelm Scheele e Joseph Priestley,0.95,3.43523,1.0,0.333,1.33333,3.79304,1.0,0.000
9. Qual é um uso comum do oxigênio?,Produção de aço e terapia com oxigênio,1.125,4.37319,1.0,0.600,1.14286,4.10211,1.0,0.500
10. O que o oxigênio forma com a maioria dos elementos?,Óxidos,1.34091,5.1549,0.90909,0.600,0.0,1.0,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
O que é o oxigênio?,Elemento químico com símbolo O e número atômico 8,1.5,3.59796,0.8,0.500,1.77778,4.61384,1.0,0.667
Em qual grupo da tabela periódica o oxigênio está?,Grupo dos calcogênios,2.3,4.61384,1.0,0.600,1.0,2.50045,1.0,0.000
Qual é a forma molecular do oxigênio?,O2 (gás diatômico),2.0,4.10211,1.0,0.500,2.0,2.50045,1.0,0.333
Qual porcentagem do ar da Terra é oxigênio?,20,3.33333,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Qual é a principal fonte de oxigênio na atmosfera?,Fotossíntese,1.8,4.61384,1.0,0.800,0.0,1.0,1.0,0.000
Qual é a fórmula química do ozônio?,O3,2.0,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Quem descobriu o oxigênio?,Carl Wilhelm Scheele e Joseph Priestley,1.4,3.01273,1.0,0.500,1.33333,3.79304,1.0,0.000
Qual é um uso comum do oxigênio?,Produção de aço e terapia com oxigênio,1.75,4.10211,1.0,0.750,1.14286,4.10211,1.0,0.500
O que o oxigênio forma com a maioria dos elementos?,Óxidos,2.18182,4.96484,0.9,0.750,0.0,1.0,1.0,0.000
