Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quais grupos religiosos foram os Huguenotes?,Protestantes franceses que seguiam a tradição Calvinista.,2.0,3.79304,1.0,0.000,1.625,4.10211,1.0,0.200
Em que contexto a palavra Huguenote surgiu?,Como termo para descrever os protestantes franceses.,2.125,4.10211,1.0,0.250,1.625,4.10211,1.0,0.500
Qual foi o principal motivo das Guerras da Religião na França?,Conflitos religiosos entre católicos e huguenotes.,3.0,5.02467,1.0,0.286,1.85714,3.79304,1.0,0.000
Que tratado encerrou as Guerras da Religião?,O Édito de Nantes,1.875,4.10211,1.0,0.000,0.75,3.01273,1.0,0.333
Qual o impacto da revogação do Édito de Nantes?,Perseguição e exílio dos huguenotes.,2.7,4.61384,1.0,0.200,1.66667,3.43523,1.0,0.000
Qual o papel de Jeanne d'Albret nos anos das Guerras da Religião?,Líder huguenote e mãe do futuro rei Henrique IV.,2.86667,5.36491,1.0,0.250,2.4,4.61384,1.0,0.429
Como a situação dos huguenotes se alterou após a revogação do Édito de Nantes?,Perseguição,2.2,5.63172,0.92857,0.286,0.0,1.0,1.0,0.000
Qual o significado da migração de huguenotes para outros países?,Criação de uma diáspora huguenote,1.81818,4.82961,1.0,0.250,0.8,3.43523,1.0,0.000
Qual a relação entre os huguenotes e a diáspora escocesa-irlandesa?,Conexão através de refugiados e exilados,1.81818,4.96484,0.9,0.250,1.0,3.79304,1.0,0.000
O que causou a perseguição aos huguenotes por Luís XIV?,Crescimento da influência da Igreja Católica e desejo de centralização do poder.,2.18182,4.82961,1.0,0.200,3.61538,5.32781,0.91667,0.571
