Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a principal diferença entre renda e riqueza na análise da desigualdade econômica?,Renda é o que as pessoas recebem,2.73333,5.51466,1.0,0.625,1.0,4.10211,1.0,0.000
O que é o coeficiente de Gini usado para medir?,É uma medida da desigualdade na distribuição de renda.,2.27273,4.96484,0.9,0.400,2.7,4.61384,1.0,0.600
Qual índice considera a desigualdade em relação à renda e ao desenvolvimento humano?,Inequalidade-ajustada de Desenvolvimento Humano (IADH).,1.92857,5.36491,1.0,0.667,2.375,3.43523,1.0,0.200
Como a globalização impacta a desigualdade econômica globalmente?,Reduz a desigualdade entre nações,2.11111,4.51932,0.875,0.000,0.8,3.43523,1.0,0.000
Qual relação tem a desigualdade econômica com a estabilidade política e social?,Está associada a instabilidade,1.84615,5.32781,0.91667,0.429,1.0,3.01273,1.0,0.000
Como a desigualdade afeta o crescimento econômico e a estabilidade macroeconômica?,Hindeira o crescimento e a estabilidade macroeconômica.,2.0,5.1549,0.90909,0.333,1.75,4.10211,1.0,0.250
Qual o impacto da desigualdade de riqueza versus desigualdade de renda?,A desigualdade de riqueza reduz o crescimento mais que a de renda.,1.91667,5.30531,0.81818,0.333,2.38462,5.47097,0.83333,0.667
Quais políticas podem reduzir a desigualdade de renda em economias avançadas?,Impostos e transferências,1.83333,5.02467,1.0,0.286,0.66667,2.50045,1.0,0.000
Como a distribuição de renda bimodial afetou o mundo nos anos 70?,Dividiu o mundo em países ricos e pobres.,2.53846,5.20226,1.0,0.429,1.88889,4.37319,1.0,0.200
O que significa equidade no contexto da igualdade econômica?,Equidade busca resultados iguais,2.6,4.61384,1.0,0.200,1.5,3.01273,1.0,0.250
