Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a principal função do sistema imunológico?,Proteger o organismo contra doenças.,2.0,4.37319,1.0,0.600,1.5,3.43523,1.0,0.333
Quais são os dois componentes principais do sistema imunológico?,Sistema imune inato e sistema imune adaptativo.,1.8,4.61384,1.0,0.400,2.125,4.44634,0.71429,0.167
Como o sistema imunológico detecta e responde a patógenos?,Através de mecanismos de reconhecimento e resposta.,2.2,4.61384,1.0,0.200,1.875,4.25402,0.85714,0.667
Qual é a diferença entre imunidade inata e imunidade adaptativa?,Resposta rápida e não específica versus resposta lenta e específica.,1.81818,4.96484,0.9,0.167,1.81818,5.31335,0.7,0.429
Como as células do sistema imunológico identificam os invasores?,Através de receptores de reconhecimento de padrões.,2.9,4.61384,1.0,0.200,1.625,4.44634,0.71429,0.333
O que são anticorpos e qual a sua função?,Proteínas que neutralizam patógenos.,2.0,4.61384,1.0,0.667,1.4,3.01273,1.0,0.000
Qual o papel das células T no sistema imunológico?,Regulam a resposta imune.,2.3,4.61384,1.0,0.400,1.4,3.01273,1.0,0.333
O que são células NK e qual a sua função?,Eliminam células infectadas por vírus.,2.09091,4.82961,1.0,0.500,1.66667,3.43523,1.0,0.250
Como a vacinação contribui para a imunidade?,Induz a produção de anticorpos.,1.75,4.25402,0.85714,0.333,1.5,3.43523,1.0,0.333
O que é a autoimunidade e como ela se desenvolve?,Reação do sistema imune contra o próprio corpo.,2.72727,4.82961,1.0,0.000,2.33333,4.37319,1.0,0.500
