Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
1. Quem é Yasser Harrak?,ativista islâmico,0.95,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
2. O que é o Movimento para a Democracia na Argélia?,movimento islâmico,1.43182,5.1549,0.90909,0.625,0.5,1.85566,1.0,0.500
3. Qual é o objetivo do Movimento para a Democracia na Argélia?,promover a democracia islâmica,1.41667,5.20226,1.0,0.778,0.75,3.01273,1.0,0.333
4. O que é a Organização para a Revolução Islâmica na Península Arábica?,organização islâmica,1.36538,5.48607,0.92308,0.556,0.5,1.85566,1.0,0.500
5. Quem é Steven Emerson?,pesquisador de islamismo,0.95,3.43523,1.0,0.000,0.66667,2.50045,1.0,0.500
6. O que é o Parti Melayu Semangat 46?,partido islâmico,1.25,4.75438,0.88889,0.000,0.5,1.85566,1.0,0.500
7. O que caracteriza os grupos islâmicos radicais?,rejeitam a democracia,1.3125,4.37319,1.0,0.000,0.66667,2.50045,1.0,0.000
8. Qual é o papel do jornal Milat?,promover ideias islâmicas,1.25,4.37319,1.0,0.400,0.66667,2.50045,1.0,0.333
9. O que é o Militant Islam Reaches America?,movimento de islamismo extremista,1.25,4.75438,0.88889,0.000,0.75,3.01273,1.0,0.667
10. O que busca o Partido do Renascimento e Reforma?,reforma baseada no islamismo,1.25,4.96484,0.9,0.571,1.5,3.01273,1.0,0.667
O que é o Movimento para a Democracia na Argélia?,movimento islâmico  ,2.36364,4.96484,0.9,0.714,0.5,1.85566,1.0,0.500
Quem é Yasser Harrak?,ativista islâmico  ,1.4,3.01273,1.0,0.000,0.5,1.85566,1.0,0.000
Qual é o objetivo do Partido do Renascimento e Reforma?,reforma baseada no islamismo  ,2.63636,4.96484,0.9,0.714,1.5,3.01273,1.0,0.667
O que é a Organização para a Revolução Islâmica na Península Arábica?,organização islâmica  ,2.23077,5.32781,0.91667,0.625,0.5,1.85566,1.0,0.500
O que caracteriza os grupos islâmicos radicais?,rejeitam a democracia  ,2.125,4.10211,1.0,0.000,0.66667,2.50045,1.0,0.000
Quem é Steven Emerson?,pesquisador de islamismo  ,1.4,3.01273,1.0,0.000,0.66667,2.50045,1.0,0.500
O que é o Parti Melayu Semangat 46?,partido islâmico  ,2.0,4.51932,0.875,0.000,0.5,1.85566,1.0,0.500
Qual é o papel do jornal Milat?,promover ideias islâmicas  ,2.0,4.10211,1.0,0.500,0.66667,2.50045,1.0,0.333
O que é o Militant Islam Reaches America?,movimento de islamismo extremista  ,2.0,4.51932,0.875,0.000,0.75,3.01273,1.0,0.667
O que busca o Movimento para a Democracia na Argélia?,promover a democracia islâmica,2.45455,4.96484,0.9,0.857,0.75,3.01273,1.0,0.333
