Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
materias principais no construto,explanation of primary materials used in construction,0.75,3.01273,1.0,0.000,3.0,4.10211,1.0,0.000
processos químicos nos processos de Construto,chemical reactions involved in construction,1.0,3.95066,0.83333,0.000,2.0,3.43523,1.0,0.000
metodologia historical na construto,history of construction methods,1.5,3.01273,1.0,0.000,1.5,3.01273,1.0,0.000
capacidades physically necessárias no construto,physical skills needed for construction,2.0,3.43523,1.0,0.000,1.4,3.43523,1.0,0.000
restrito limites da construto, restrictions on construction materials and practices,1.0,3.01273,1.0,0.000,2.5,3.79304,1.0,0.000
sistema energy efficient modernos no construto,efficient energy systems in construction,1.16667,3.79304,1.0,0.200,2.0,3.43523,1.0,0.000
titanico estabelecido na Construto,strength of concrete in construction,0.75,3.01273,1.0,0.000,2.0,3.43523,1.0,0.000
desenvolvimento engineer em construto,development of engineers in construction,1.0,3.01273,1.0,0.333,2.0,3.43523,1.0,0.000
estudo historical dos constructores do olhos,history of wood construction,2.5,3.79304,1.0,0.250,1.5,3.01273,1.0,0.000
espira historically used in construto,history of spirals in construction,2.0,3.43523,1.0,0.000,2.0,3.43523,1.0,0.000
