Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
- Onde o Reno se esvazia?,ar do Norte,1.71429,3.43523,1.0,0.000,1.0,2.50045,1.0,0.500
- Qual é a maior cidade pela qual o Reno atravessa?,Danúbio),2.08333,4.96484,0.9,0.400,0.5,1.0,1.0,0.000
- Qual rio é maior que o Reno?, Danúbio),2.0,4.10211,1.0,0.500,0.5,1.0,1.0,0.000
- De onde deriva o nome Rhine?, gaulês Rēnos),1.75,3.79304,1.0,0.333,1.0,1.85566,1.0,0.000
- Onde fica o Reno?,Europa,1.66667,3.01273,1.0,0.000,0.0,1.0,1.0,0.000
- Que país o Reno esvazia?, Numeratoria),3.0,3.43523,1.0,0.333,0.5,1.0,1.0,0.000
- Qual é o nome francês para o Reno?,Rhin),1.9,4.51932,0.875,0.500,0.5,1.0,1.0,0.000
-Qual é a adaptação proto-germânica do nome do Reno?,Rīnaz),2.72727,4.75438,0.88889,0.333,0.5,1.0,1.0,0.000
- Quanto tempo dura o Reno?,1.230 km (760 milhas),1.85714,3.43523,1.0,0.333,2.5,3.01273,1.0,0.000
- Qual é o nome do simplyón de Passo do River Rhine?, Danúbio).,2.15385,5.1549,0.90909,0.286,1.0,1.0,1.0,0.000
