Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que são os grupos islâmicos como o Hezbollah e o Hamas?,Abordagens islâmicas e red tapeos,2.76923,5.47097,0.83333,1.000,1.0,3.43523,1.0,0.000
Qual é o objetivo dos groupes islâmicos como o Hebers e o Hamas em relationarITHAS?,Reordenação,2.5,5.89204,0.86667,0.900,0.0,1.0,1.0,0.000
Uma estratégia da islamização é tomar o poder por quais métodos?,revolução ou invasão,2.25,5.02467,1.0,0.500,0.66667,2.50045,1.0,1.000
De que processos os islamitas moderados e reformistas trabalham dentro dos limites de?,democrático,2.28571,5.48607,0.92308,0.000,0.0,1.0,1.0,0.000
Onde o Hamas se origina?,Palestana,1.66667,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Qual é o objetivo de grupos islâmicos como o Hezbollah e o Hamas?,abolir o estado de Israel.,2.35714,5.62279,0.84615,1.000,1.5,3.43523,1.0,0.333
Qual é a base das organizações islâmicas radicais rejeitam inteiramente?,democracia,2.36364,4.82961,1.0,0.286,0.0,1.0,1.0,0.000
O que os organizações islâmicas radicais radicais rejeitam inteiramente?,democracia,2.2,4.75438,0.88889,0.167,0.0,1.0,1.0,0.000
Qual é o objetivo de grupos islâmicos como o Hebers e o Hamas?,abolir o estado de Israel.,2.35714,5.62279,0.84615,1.000,1.5,3.43523,1.0,0.333
Qual é a base das organizações islâmicas radicais rejeitam inteiramente?,democracia,2.36364,4.82961,1.0,0.286,0.0,1.0,1.0,0.000
Qual é o objetivo dos groupes islâmicos como o Hebers e o Hamas?,abolir o estado de Israel.,2.57143,5.62279,0.84615,1.000,1.5,3.43523,1.0,0.333
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Uma estratégia da islamização é tomar o poder por quais métodos?,revolução ou invasão,2.25,5.02467,1.0,0.500,0.66667,2.50045,1.0,1.000
