Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quantas nações são membros da União Europeia?,27,1.875,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual é o objetivo principal da legislação da União Europeia?,Promover paz,2.18182,4.96484,0.9,0.667,0.5,1.85566,1.0,0.500
Quando foi fundada a Comunidade Europeia do Carvão e do Aço?,1952,2.33333,5.1549,0.90909,0.333,0.0,1.0,1.0,0.000
Qual documento constitui a estrutura constitucional da lei da União Europeia?,Os Tratados da União Europeia,3.08333,5.1549,0.90909,0.429,1.0,3.43523,1.0,0.000
Qual instituição interpreta a lei da União Europeia?,O Tribunal de Justiça da União Europeia,1.88889,4.37319,1.0,0.400,1.28571,4.10211,1.0,0.167
Qual modelo econômico a União Europeia promove?,Economia de mercado social com pleno emprego,1.875,4.10211,1.0,0.400,1.0,4.10211,1.0,0.800
Qual a função do Tribunal de Justiça da União Europeia?,Interpretar a lei e criar jurisprudência,1.90909,4.82961,1.0,0.286,1.16667,3.79304,1.0,0.500
Quais são as áreas principais de foco da legislação da União Europeia?,Paz,2.30769,5.32781,0.91667,0.429,0.0,1.0,1.0,0.000
Qual era o nome original da organização fundadora da União Europeia?,Comunidade Europeia do Carvão e do Aço,2.58333,5.1549,0.90909,0.714,1.71429,4.25402,0.85714,0.429
Como a legislação da União Europeia evoluiu ao longo do tempo?,Expandiu-se desde 1952,2.08333,5.02467,1.0,0.400,0.66667,2.50045,1.0,0.000
