Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Em que ano a British Satellite Broadcasting começou suas operações de transmissão?,1990,2.23077,5.20226,1.0,0.286,0.0,1.0,1.0,0.000
Qual a sede da British Satellite Broadcasting?,Londres,2.375,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual o nome da empresa que foi incorporada pela British Satellite Broadcasting para formar a BSkyB?,Sky Television,3.23529,5.78178,1.0,0.333,0.5,1.85566,1.0,0.000
Em que ano a British Satellite Broadcasting foi fundada?,1986,2.3,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
Qual o nome da empresa que produziu o filme Memphis Belle?,British Satellite Broadcasting,1.91667,5.1549,0.90909,0.500,1.0,2.50045,1.0,0.000
Qual o nome da empresa que detinha a emissora The Movie Channel?,British Satellite Broadcasting,2.07692,5.20226,1.0,0.429,1.0,2.50045,1.0,0.000
Em que ano a BSkyB adquiriu a Setanta Sports?,2006,2.0,4.75438,0.88889,0.200,0.0,1.0,1.0,0.000
Qual o nome da empresa que detinha a emissora Galaxy (British TV channel)?,British Satellite Broadcasting,2.8125,5.36491,1.0,0.500,1.0,2.50045,1.0,0.000
Qual o nome da empresa que detinha a emissora The Power Station?,British Satellite Broadcasting,2.07692,5.20226,1.0,0.429,1.0,2.50045,1.0,0.000
Qual a empresa que produziu o filme Heil Honey I'm Home!?,British Satellite Broadcasting,1.14286,5.20226,1.0,0.375,1.0,2.50045,1.0,0.000
