Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual instituição de ensino é referenciada no contexto fornecido?,Universidade_Harvard,2.3,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
Em que idioma as perguntas e respostas devem ser?,português,2.4,4.61384,1.0,0.600,0.0,1.0,1.0,1.000
Qual o formato de separação entre pergunta e resposta?,ponto e vírgula,1.9,4.61384,1.0,0.750,0.66667,2.50045,1.0,1.000
Quantos pares de pergunta e resposta devem ser gerados?,10,2.0,4.61384,1.0,0.667,0.0,1.0,1.0,0.000
Qual a importância de variar as perguntas geradas?,abranger diferentes aspectos do conteúdo,2.11111,4.37319,1.0,0.500,1.0,3.43523,1.0,0.667
Qual característica deve ter a resposta correta de cada pergunta?,única,1.90909,4.82961,1.0,0.667,0.0,1.0,1.0,0.000
Qual a necessidade das perguntas serem relacionadas ao contexto?,claramente relacionadas,2.3,4.61384,1.0,0.200,0.5,1.85566,1.0,0.500
Qual a natureza das perguntas repetidas?,não repita perguntas semelhantes,2.0,3.79304,1.0,0.333,0.75,3.01273,1.0,0.500
Qual o formato da saída esperada?,CSV,2.0,3.79304,1.0,0.667,0.0,1.0,1.0,0.000
Qual a necessidade de explicações ou comentários adicionais na saída?,não,2.27273,4.82961,1.0,0.400,0.0,1.0,1.0,2.000
