Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual a área total da bacia amazônica?,7.000.000 km² (2.700.000 milhas quadradas)  ,1.875,4.10211,1.0,1.000,3.5,3.43523,1.0,0.000
Quantos países possuem território na região da floresta amazônica?,Nove países  ,2.8,4.61384,1.0,0.500,0.5,1.85566,1.0,0.000
Qual o percentual da floresta amazônica localizado no Brasil?,60% da floresta amazônica  ,2.7,4.61384,1.0,0.200,1.2,3.43523,1.0,0.333
Quantos países têm Amazonas como nome de uma região administrativa?,Quatro países  ,1.81818,4.82961,1.0,0.333,0.5,1.85566,1.0,0.000
Qual a porcentagem da floresta tropical remanescente do planeta representada pela Amazônia?,Mais da metade do planeta  ,4.53846,5.20226,1.0,0.429,1.0,3.43523,1.0,0.667
Quantas espécies de árvores existem na floresta amazônica?,16.000 espécies  ,2.11111,4.37319,1.0,0.200,0.5,1.85566,1.0,0.000
Quantos grupos étnicos diferentes vivem na Amazônia?,350 grupos étnicos  ,2.125,4.10211,1.0,0.000,1.0,2.50045,1.0,0.000
Qual o nome do parque protegido na Guiana Francesa?,Parc amazonien de Guyane  ,3.2,4.61384,1.0,0.400,0.75,3.01273,1.0,0.250
Qual a floresta tropical mais biodiversa do mundo?,A floresta amazônica  ,2.0,4.37319,1.0,0.800,0.66667,2.50045,1.0,0.500
Quantas pessoas vivem na região da floresta amazônica?,Mais de 30 milhões de pessoas,2.44444,4.37319,1.0,0.400,1.33333,3.95066,0.83333,0.000
