Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
quais eventos de 1998 na Rússia envolveram desobediência civil?,Russos Miners' Strike,2.3,4.61384,1.0,0.167,1.5,2.50045,1.0,0.000
qual crise de 2015-2016 utilizou métodos de desobediência civil?,Montenegrin Crisis,2.0,4.75438,0.88889,0.333,0.5,1.85566,1.0,0.000
em que protesto albanês em 2017 foi a desobediência civil empregada?,2017 Albanian Opposition Protest,2.16667,5.1549,0.90909,0.143,1.5,3.01273,1.0,0.000
que tipo de método foi usado nos protestos sérvios de 2017?,Civil Disobedience,2.41667,5.1549,0.90909,0.429,0.5,1.85566,1.0,0.000
quais eventos de protesto em St. Louis em 2017 usaram a desobediência civil como método?,2017 St. Louis Protests,1.87857,5.76639,0.93333,0.222,0.75,3.01273,1.0,0.000
de que forma as greves e protestos iranianos de 2018-2019 foram caracterizados?,Civil Disobedience,2.53846,5.32781,0.91667,0.143,0.5,1.85566,1.0,0.000
qual tipo de protesto anti-corrupção ocorreu em Montenegro entre 2019 e 2020?,2019 Montenegrin Anti-Corruption Protests,2.15385,5.20226,1.0,0.143,1.5,3.01273,1.0,0.000
que método foi usado nos protestos clericais em Montenegro de 2019-2020?,Civil Disobedience,2.25,5.02467,1.0,0.286,0.5,1.85566,1.0,0.000
como o protesto memorial End SARS de 2021 pode ser descrito?,Civil Disobedience Method,2.75,5.02467,1.0,0.250,1.0,2.50045,1.0,0.000
em que eventos da desordem de Uptown Minneapolis em 2021 a desobediência civil foi empregada?,2021 Uptown Minneapolis Unrest,2.625,5.76639,0.93333,0.222,1.5,3.01273,1.0,0.000
