Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando a Universidade de Chicago foi fundada?,1890  ,2.0,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual a afiliação acadêmica da Universidade de Chicago?,Associação de Universidades Americanas  ,2.55556,4.37319,1.0,0.200,0.75,3.01273,1.0,0.250
Por qual entidade a Universidade de Chicago é credenciada?,Comissão de Ensino Superior Superior  ,2.3,4.61384,1.0,0.167,2.0,3.59796,0.8,0.000
Qual é o nome da maior imprensa universitária dos EUA?,University of Chicago Press  ,2.36364,4.82961,1.0,0.500,1.5,3.01273,1.0,0.000
Onde foi desenvolvida a primeira reação nuclear auto-sustentável do homem?,sob o campo de Stagg da universidade  ,2.36364,4.82961,1.0,0.375,1.0,4.10211,1.0,0.667
Quais são as imagens da Universidade de Chicago no Wikimedia Commons?,escudo e foto panorâmica  ,2.08333,5.02467,1.0,0.286,0.75,3.01273,1.0,0.333
Qual físico laureado com o Nobel está associado à Universidade de Chicago?,Yoichiro Nambu  ,2.38462,5.20226,1.0,0.250,0.5,1.85566,1.0,0.000
Qual economista está vinculado à Universidade de Chicago?,Ronald Coase  ,1.77778,4.37319,1.0,0.167,0.5,1.85566,1.0,0.000
Qual a função do departamento de física da Universidade de Chicago?,desenvolvimento da primeira reação nuclear auto-sustentável  ,1.83333,5.1549,0.90909,0.500,1.66667,3.79304,1.0,0.600
Quais são as afiliações acadêmicas da Universidade de Chicago?,Associação de Universidades Americanas,2.3,4.61384,1.0,0.333,0.75,3.01273,1.0,0.250
