Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a origem da palavra construction?,Latim constructio e Francês Antigo,2.0,4.10211,1.0,0.500,1.0,3.43523,1.0,0.000
O que a construção abrange principalmente?,Edifícios,1.71429,3.79304,1.0,0.667,0.0,1.0,1.0,0.000
Quais são as etapas principais da construção?,Planejamento,2.125,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Qual era o gasto global com construção em 2012?,$4 trilhões,1.8,4.61384,1.0,0.800,1.0,2.50045,1.0,0.000
Qual é a previsão de gasto global com construção em 2030?,$14,1.83333,5.02467,1.0,0.667,0.5,1.85566,1.0,0.000
Qual a porcentagem de mortes na indústria de construção nos EUA em 2019?,20%,2.21429,5.48607,0.92308,0.333,0.5,1.85566,1.0,0.000
Quais são os benefícios não monetários da construção?,Desenvolvimento econômico,1.66667,4.37319,1.0,0.800,0.5,1.85566,1.0,0.500
O que significa construção como substantivo?,Natureza da estrutura de algo,1.57143,3.79304,1.0,0.667,0.8,3.43523,1.0,0.500
Qual a indústria mais perigosa segundo o contexto?,Indústria de construção,2.11111,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.500
Como a construção contribui para o PIB?,Contribuição significativa,1.75,4.10211,1.0,0.333,0.5,1.85566,1.0,0.000
