Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem cunhou o termo sistema imunitário?,Ilya Ilyich Mechnikov.,1.71429,3.79304,1.0,0.500,1.25,2.50045,1.0,0.000
Quais são alguns dos mecanismos de defesa que o sistema imunitário utiliza?,fagocitose,2.38462,5.20226,1.0,0.333,0.0,1.0,1.0,0.000
O que é a imunidade adquirida?,memória imunológica.,2.14286,3.79304,1.0,0.000,1.0,1.85566,1.0,0.500
Qual é a principal função da vacinação?,criar memória imunológica.,1.75,4.10211,1.0,0.750,1.25,2.50045,1.0,0.667
O que é a imunodeficiência?,atividade do sistema imunitário inferior ao normal.,1.5,3.43523,1.0,0.000,2.375,4.10211,1.0,0.800
Qual é uma consequência da imunodeficiência?,infecções recorrentes e risco de vida.,1.71429,3.79304,1.0,0.000,1.57143,3.79304,1.0,0.500
Qual é a principal causa da imunodeficiência em humanos?,doença genética,2.3,4.61384,1.0,0.400,0.5,1.85566,1.0,1.000
O que é a autoimunidade?,sistema imunitário hiperativo que ataca tecido normal.,1.5,3.43523,1.0,0.000,1.75,4.10211,1.0,0.500
Qual é o nome dado a um sistema imunitário hiperativo que ataca os tecidos normais?,autoimunidade.,2.0,5.65316,1.0,0.444,0.5,1.0,1.0,0.000
Qual é a área científica que estuda todos os aspectos do sistema imunitário?,imunologia.,2.07143,5.36491,1.0,0.286,0.5,1.0,1.0,0.000
