Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Imperialism usa modelo de página wiki Template:ISBN,imperialism usa modelo de página wiki Template:ISBN,1.55556,4.37319,1.0,0.286,1.55556,4.37319,1.0,0.286
Culture and Imperialism trata de assunto não ficcional Imperialism,culture and imperialism trata de assunto não ficcional imperialism,1.88889,4.75438,0.88889,0.375,1.88889,4.75438,0.88889,0.375
Settlers: The Mythology of the White Proletariat possui assunto Imperialism,settlers: the mythology of the white proletariat possui assunto imperialism,2.45455,4.96484,0.9,0.100,2.54545,4.96484,0.9,0.100
Imperialism usa modelo de página wiki Template:Cite journal,imperialism usa modelo de página wiki Template:cite journal,1.5,4.61384,1.0,0.250,1.5,4.61384,1.0,0.250
Circassian genocide possui motivação Imperialism,circassian genocide possui motivação imperialism,1.0,3.43523,1.0,0.000,1.0,3.43523,1.0,0.000
Portuguese Angola pertence à era Imperialism,portuguese angola pertence à era imperialism,1.0,3.79304,1.0,0.200,1.0,3.79304,1.0,0.200
Imperialism usa modelo de página wiki Template:Reflist,imperialism usa modelo de página wiki Template:relist,1.55556,4.37319,1.0,0.286,1.55556,4.37319,1.0,0.286
Alliance for National Reconstruction possui ideologia Imperialism,alliance for national reconstruction possui ideologia imperialism,1.0,4.10211,1.0,0.000,1.0,4.10211,1.0,0.000
Progressive Party (Cape Colony) possui ideologia Imperialism,progressive party (cape colony) possui ideologia imperialism,2.55556,4.10211,1.0,0.000,2.55556,4.10211,1.0,0.000
Imperialism usa modelo de página wiki Template:Refbegin,imperialism usa modelo de página wiki template:refbegin,1.55556,4.37319,1.0,0.286,1.55556,4.37319,1.0,0.286
