Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quais são as principais funções de uma farmácia?,Distribuir medicamentos,1.66667,4.37319,1.0,0.500,0.5,1.85566,1.0,0.000
Qual é o papel de um farmacêutico em uma farmácia?,Prestar atendimento especializado aos clientes sobre medicamentos,1.72727,4.82961,1.0,0.500,1.0,4.10211,1.0,0.200
Quais são os tipos de medicamentos mais comuns encontrados em uma farmácia?,Medicamentos genéricos,1.84615,5.20226,1.0,0.429,0.5,1.85566,1.0,0.000
Como é feita a dispensação de medicamentos em uma farmácia?,Após a receita médica ser verificada e confirmada,1.72727,4.82961,1.0,0.167,1.25,4.37319,1.0,0.600
O que é importante saber antes de comprar um medicamento em uma farmácia?,Verificar se o medicamento é indicado para o problema do paciente,2.07143,5.36491,1.0,1.000,1.18182,5.1549,0.90909,0.667
Quais são os serviços de saúde oferecidos pela maioria das farmácias?,Consultas médicas,2.33333,5.02467,1.0,0.500,0.5,1.85566,1.0,0.000
Como podem os consumidores verificar se um medicamento é confiável?,Verificando sua autenticidade através do selo de registro na Anvisa,2.18182,4.82961,1.0,0.333,1.2,4.82961,1.0,0.400
Quais são os cuidados necessários ao manusear medicamentos em casa?,Armazená-los em local fresco e seco,2.27273,4.82961,1.0,0.333,0.83333,3.79304,1.0,0.750
Quais são as principais preocupações dos farmacêuticos quanto à dispensação de medicamentos?,Evitar erros de prescrição,2.30769,5.20226,1.0,0.167,0.75,3.01273,1.0,0.000
O que é a consulta de manipulação na farmácia?,Processo em que o farmacêutico prepara um medicamento personalizado para o paciente,2.3,4.61384,1.0,0.500,1.58333,5.32781,0.91667,0.500
