Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
1. Qual foi a pandemia mais devastadora da história humana?,Peste Negra,1.35,4.82961,1.0,0.286,0.5,1.85566,1.0,0.000
2. Quantas pessoas a Peste Negra matou na Eurásia?,75 a 200 milhões,1.25,4.61384,1.0,0.000,0.75,3.01273,1.0,0.000
3. Entre quais anos a Peste Negra atingiu seu pico na Europa?,1347 e 1351,1.33333,5.20226,1.0,0.143,0.66667,2.50045,1.0,0.000
4. Qual bactéria é considerada a causa da Peste Negra?,Yersinia pestis,1.3,4.82961,1.0,0.286,0.5,1.85566,1.0,0.000
5. Qual a forma mais comum da peste causada pela Yersinia pestis?,bubónica,1.70833,5.20226,1.0,0.375,0.0,1.0,1.0,0.000
6. De onde a Peste Negra provavelmente teve sua origem?,Ásia Central ou Oriental,1.25,4.82961,1.0,0.167,1.0,3.01273,1.0,0.000
7. Como a Peste Negra se disseminou pela Europa?,navios mercantes genoveses transportando ratos infectados,1.25,4.61384,1.0,0.000,2.5,3.79304,1.0,0.000
8. Qual a estimativa da redução da população mundial durante a Peste Negra?,de 475 milhões para 350-375 milhões,1.63462,5.62279,0.84615,0.286,1.0,3.95066,0.83333,0.000
9. Quanto tempo a Europa levou para recuperar sua população após a Peste Negra?,200 anos,1.21429,5.63172,0.92857,0.375,0.5,1.85566,1.0,0.000
10. Até quando a Peste Negra continuou a surgir como surtos?,início do século XX,1.52273,5.1549,0.90909,0.143,1.5,3.01273,1.0,0.667
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual foi a pandemia mais devastadora da história humana?,Peste Negra,2.2,4.61384,1.0,0.333,0.5,1.85566,1.0,0.000
Quantas pessoas a Peste Negra matou na Eurásia?,75 a 200 milhões,2.0,4.37319,1.0,0.000,0.75,3.01273,1.0,0.000
Entre quais anos a Peste Negra atingiu seu pico na Europa?,1347 e 1351,2.16667,5.02467,1.0,0.167,0.66667,2.50045,1.0,0.000
Qual bactéria é considerada a causa da Peste Negra?,Yersinia pestis,2.1,4.61384,1.0,0.333,0.5,1.85566,1.0,0.000
Qual a forma mais comum da peste causada pela Yersinia pestis?,bubónica,2.91667,5.02467,1.0,0.429,0.0,1.0,1.0,0.000
De onde a Peste Negra provavelmente teve sua origem?,Ásia Central ou Oriental,2.0,4.61384,1.0,0.200,1.0,3.01273,1.0,0.000
Como a Peste Negra se disseminou pela Europa?,navios mercantes genoveses transportando ratos infectados,2.0,4.37319,1.0,0.000,2.5,3.79304,1.0,0.000
Qual a estimativa da redução da população mundial durante a Peste Negra?,de 475 milhões para 350-375 milhões,2.76923,5.47097,0.83333,0.333,1.0,3.95066,0.83333,0.000
Quanto tempo a Europa levou para recuperar sua população após a Peste Negra?,200 anos,1.92857,5.48607,0.92308,0.429,0.5,1.85566,1.0,0.000
Até quando a Peste Negra continuou a surgir como surtos?,início do século XX,2.54545,4.96484,0.9,0.167,1.5,3.01273,1.0,0.667
