Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a natureza da lei da União Europeia?,sistema de direito supranacional  ,2.7,4.75438,0.88889,0.400,0.75,3.01273,1.0,1.333
Quantos países compõem a UE?,27 países membros  ,1.66667,3.43523,1.0,0.000,0.66667,2.50045,1.0,0.000
Qual foi a primeira comunidade europeia?,Comunidade Europeia do Carvão e Açúcar (CECA)  ,1.57143,3.79304,1.0,0.250,1.88889,4.10211,1.0,0.429
Quando foi fundada a CECA?,1952  ,1.5,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Quais são os objetivos da UE?,paz,1.71429,3.79304,1.0,0.333,0.0,1.0,1.0,1.000
Qual órgão interpreta a lei da UE?,Tribunal de Justiça da União Europeia  ,1.875,4.10211,1.0,0.500,1.33333,3.79304,1.0,0.167
O que compõe a estrutura constitucional da UE?,Tratados da União Europeia  ,2.22222,4.37319,1.0,0.250,1.0,3.01273,1.0,0.000
Qual é o órgão responsável por criar jurisprudência?,Tribunal de Justiça da União Europeia  ,2.11111,4.37319,1.0,0.600,1.33333,3.79304,1.0,0.167
Qual é o papel dos Estados-membros?,concordar com os tratados  ,1.71429,3.79304,1.0,0.333,0.75,3.01273,1.0,0.500
Qual é a finalidade da lei da UE?,promover paz e justiça social,2.33333,4.51932,0.875,0.500,0.8,3.43523,1.0,1.000
