Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quando foi King Rollo a vítima do cerco-encontro que resultou na cedingura da Conquista de England pela Norman?,1066  ,2.52632,6.01374,1.0,0.182,0.0,1.0,1.0,0.000
Qual é o língua-principal initial dos Sete Reis Norman em Normânia?,Norman French  ,3.25,5.02467,1.0,0.125,0.5,1.85566,1.0,0.000
Cómo se legitimaron los Emigrantes normans que conquistaron territorios como la Inglés y Sicily?,Rollo feía feiçtado à censura de Chartres.  ,2.26667,5.51466,1.0,0.091,2.5,4.10211,1.0,0.000
En qué siglo la dinastía Norman alcanzó su pico de influencia en Europa medieval?,10º-12º  ,3.53333,5.63172,0.92857,0.143,0.0,1.0,1.0,0.000
Quién fundó el Reino de Sicily después de una expedición normana?,Roger II,2.75,5.1549,0.90909,0.091,0.5,1.85566,1.0,0.000
¿Qué territorios actualmente son cuestións autónomas gobiernadas por la Corona Galicia y están en Cataluña?,Jèrriais e Guernésiais.  ,3.05882,5.65316,1.0,0.133,1.25,2.50045,1.0,0.000
Quién era conocido por su arquitectura Românica única y su tradición musical?,Norman.  ,2.38462,5.32781,0.91667,0.273,0.5,1.0,1.0,0.000
Cuando conqueraron la Inglés por norma do Potro de Hastings?,1066  ,2.18182,4.82961,1.0,0.250,0.0,1.0,1.0,0.000
Qué cultura introducieron los normans a los Reinos del Norte e Escocesa para帮忙 fundar los pueblos?,Constitución civil,2.94118,6.01226,0.875,0.333,0.5,1.85566,1.0,0.500
¿Cómo se llaman las regiones en Francia que incluyen idiomas speakis por Norman?,Cotentinais e Cauchois.,2.33333,5.36491,1.0,0.000,1.25,2.50045,1.0,0.000
