Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando a Peste Negra atingiu o seu ponto mais alto na Europa?,entre os anos de 1347 e 1351,2.69231,5.20226,1.0,0.429,1.28571,4.10211,1.0,0.000
Qual bactéria é considerada responsável pela Peste Negra?,Yersinia pestis,2.44444,4.37319,1.0,0.333,0.5,1.85566,1.0,0.000
De onde se acredita que a Peste Negra tenha originado?,na Ásia Central ou na Ásia Oriental,2.0,4.82961,1.0,0.000,1.42857,4.44634,0.71429,0.000
Por qual roteiro de comércio provavelmente a praga foi transportada?,Rota da Seda,2.54545,4.82961,1.0,0.333,1.0,2.50045,1.0,0.000
Qual foi o veículo principal para a propagação da peste?,pulgas que viviam em ratos que viajavam em navios mercantes,1.90909,4.82961,1.0,0.400,0.9,5.12344,0.8,0.000
Quantas pessoas acredita-se terem morrido devido à Peste Negra na Europa?,entre 30% a 60% da população,5.5,5.02467,1.0,0.000,1.625,4.51932,0.875,0.333
De quantas décadas levou para que a população europeia se recuperasse do impacto da peste?,cerca de 200 anos,2.6875,5.65316,1.0,0.143,1.5,3.01273,1.0,0.000
Qual foi o principal sintoma da forma bubônica da peste?,bubões (inchaços nos gânglios linfáticos),2.63636,4.96484,0.9,0.500,3.0,3.43523,1.0,0.000
O que é a imagem representativa World distribution of plague 1998.png?,uma distribuição mundial atual da peste,4.0,5.02467,1.0,0.125,1.16667,3.79304,1.0,0.750
Quais são as formas principais de peste causadas pela bactéria Yersinia pestis?,septicémica,2.61538,5.20226,1.0,0.250,0.0,1.0,1.0,0.000
