Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O rio Reno deságua em qual mar?,mar do Norte,1.875,4.10211,1.0,0.500,1.0,2.50045,1.0,0.500
Qual é o comprimento total do rio Reno?,1 233 km,1.88889,4.37319,1.0,0.800,1.0,2.50045,1.0,0.000
Quem desagua no delta do Reno–Mosa–Escalda?,Rhine,2.81818,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual ponte cruza o rio Reno em Bonn?,Kennedy Bridge (Bonn),2.11111,4.37319,1.0,0.500,2.0,2.50045,1.0,0.000
O que serve como fonte de resfriamento para a usina nuclear Biblis Nuclear Power Plant?,PS Rhine,2.625,5.76639,0.93333,0.333,0.5,1.85566,1.0,0.000
Quem deságua no rio Reno?,Wupper,1.66667,3.43523,1.0,0.333,0.0,1.0,1.0,0.000
Rhine é do tipo qual categoria?,WikicatRiversOfBaden-Württemberg,1.57143,3.79304,1.0,0.500,0.0,1.0,1.0,0.000
Qual imagem representativa está associada ao rio Reno?,Karte Alpenrhein.png,2.33333,4.37319,1.0,0.333,1.5,1.85566,1.0,0.000
Onde nasce o rio Reno?,Tomasee,1.5,3.43523,1.0,0.250,0.0,1.0,1.0,0.000
Rhine possui qual tipo de elevação na foz?,0.0,2.11111,4.37319,1.0,0.600,0.0,1.0,1.0,0.000
