Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Victoria é um estado da Austrália, localizado no sul leste.  ,1.0,3.79304,1.0,0.250,1.6,3.01273,1.0,0.667
Qual é a capital de Victoria?, Melbourne.  ,1.57143,3.79304,1.0,0.667,0.5,1.0,1.0,0.000
Qual é a população de Victoria?, mais de 6,1.57143,3.79304,1.0,0.333,0.66667,2.50045,1.0,0.000
Quem governa Victoria desde 2014?, Partido Trabalhista.  ,1.66667,3.43523,1.0,0.000,1.0,1.85566,1.0,0.000
Qual é o governador atual de Victoria?, Linda Dessau.  ,1.625,4.10211,1.0,0.500,1.0,1.85566,1.0,0.000
Qual é a área total de Victoria?, 227.444 km².  ,1.75,4.10211,1.0,0.750,1.25,1.85566,1.0,0.000
Quando Victoria foi separada de Nova Sídney?, 1851.  ,1.625,4.10211,1.0,0.000,0.5,1.0,1.0,0.000
Qual é a principal cidade de Victoria?, Melbourne.  ,1.625,4.10211,1.0,0.500,0.5,1.0,1.0,0.000
Qual é a economia dominante de Victoria?, setor serviços.  ,1.75,4.10211,1.0,0.250,1.0,1.85566,1.0,0.500
Quais são os limites de Victoria?, Nova Sídney,1.57143,3.79304,1.0,0.333,0.5,1.85566,1.0,0.000
