Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual o principal objetivo de uma escola?,Promover a educação e o desenvolvimento integral dos alunos.,1.625,4.10211,1.0,1.333,2.1,4.61384,1.0,0.400
Qual a função do professor em uma escola?,Orientar,1.66667,4.37319,1.0,1.000,0.0,1.0,1.0,0.000
O que é o currículo escolar?,Conjunto de disciplinas e conteúdos a serem estudados pelos alunos.,1.57143,3.95066,0.83333,0.333,1.90909,4.82961,1.0,0.000
Qual a importância da avaliação no processo de aprendizagem?,Medir o progresso do aluno e identificar áreas que necessitam de reforço.,2.9,4.61384,1.0,0.750,2.15385,5.20226,1.0,0.571
O que são habilidades socioemocionais?,Competências relacionadas à inteligência emocional,1.5,3.43523,1.0,0.333,2.0,3.43523,1.0,0.250
Qual a relação entre educação e desenvolvimento social?,A educação contribui para a formação de cidadãos conscientes e participativos na sociedade.,2.0,4.37319,1.0,1.000,2.0,5.48607,0.92308,0.429
O que é alfabetização digital?,Capacidade de utilizar as tecnologias da informação e comunicação de forma crítica e responsável.,1.5,3.43523,1.0,0.667,2.73333,5.76263,0.85714,0.750
O que são metodologias ativas de aprendizagem?,Abordagens que colocam o aluno como protagonista do seu próprio aprendizado.,2.0,4.10211,1.0,0.250,2.08333,5.02467,1.0,0.667
Qual o papel da escola na formação de cidadãos?,Preparar os alunos para atuarem como cidadãos responsáveis e comprometidos com a sociedade.,2.3,4.61384,1.0,0.750,2.21429,5.36491,1.0,0.143
O que é a diversidade cultural na escola?,Reconhecimento e valorização das diferentes culturas presentes na comunidade escolar.,2.22222,4.37319,1.0,0.500,2.45455,4.82961,1.0,0.500
