Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual foi a origem étnica dos normandos?,Viking e Franks.,1.75,4.10211,1.0,0.250,1.25,2.50045,1.0,0.000
Onde se localizava o Ducado de Normandia?,França.,1.75,4.10211,1.0,0.200,0.5,1.0,1.0,0.000
Qual foi o papel de Rollo na história normanda?,Jurou fidelidade ao rei da França.,2.0,4.61384,1.0,0.333,2.42857,3.79304,1.0,0.250
Qual foi a principal língua falada pelos normandos após a conquista?,Latim.,2.5,5.1549,0.90909,0.500,0.5,1.0,1.0,0.000
Qual evento é frequentemente associado à presença normanda na Inglaterra?,A Batalha de Hastings.,2.36364,4.82961,1.0,0.286,1.4,3.01273,1.0,0.333
Que tipo de arquitetura é frequentemente associada aos normandos?,Motte-and-bailey castles.,2.1,4.61384,1.0,0.333,1.0,1.85566,1.0,0.000
Qual foi a importância do Bayeux Tapestry?,Documenta a conquista normanda da Inglaterra.,2.0,4.10211,1.0,0.250,2.0,3.79304,1.0,0.250
Que grupo étnico contribuiu para a formação dos normandos?,Vikings.,2.1,4.61384,1.0,0.400,0.5,1.0,1.0,0.000
Em que século ocorreu a conquista normanda da Inglaterra?,Século XI.,2.1,4.61384,1.0,0.400,1.0,1.85566,1.0,0.000
Qual foi a relação entre os normandos e a cultura francesa?,Influência mútua.,1.83333,5.1549,0.90909,0.400,1.0,1.85566,1.0,0.000
