Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é imperialismo?,O imperialismo é um sistema político,1.4,3.01273,1.0,0.000,1.0,3.79304,1.0,0.500
Quando ocorreu o apogeu do imperialismo?,O apogeu do imperialismo ocorreu no final do século XIX e início do século XX,1.71429,3.79304,1.0,0.000,2.06667,6.03262,0.8,0.444
Qual era uma das principais motivações para o imperialismo europeu?,Uma das principais motivações era o desejo de obter recursos naturais e mercados para a industrialização.,1.72727,4.82961,1.0,0.400,2.17647,5.78178,1.0,0.333
Qual é um exemplo de forma de imperialismo indireto?,O neocolonialismo é um exemplo de forma indireta de imperialismo,1.7,4.75438,0.88889,0.400,1.0,4.96484,0.9,0.333
Qual é uma das principais consequências do imperialismo?,Uma das principas consequências é a desigualdade econômica e social entre os países desenvolvidos e subdesenvolvidos.,1.77778,4.37319,1.0,0.000,2.17647,5.89142,0.9375,0.111
Qual país é conhecido como imperador das colônias?,A Grã-Bretanha é conhecida como imperador das colônias devido à sua vasta colônia.,1.77778,4.37319,1.0,0.600,2.35714,5.36491,1.0,0.286
Qual região foi amplamente explorada durante o imperialismo europeu?,A África foi amplamente explorada durante o imperialismo europeu,2.0,4.61384,1.0,0.333,1.22222,4.61384,1.0,0.167
Qual movimento de resistência surgiu contra o imperialismo?,O movimento anti-imperialista foi um movimento de resistência contra o imperialismo.,2.0,4.37319,1.0,0.500,1.91667,5.30531,0.81818,0.333
Qual é um exemplo histórico do imperialismo francês?,A colonização do Vietnã é um exemplo histórico do imperialismo francês.,1.88889,4.37319,1.0,0.600,2.25,5.1549,0.90909,0.429
Qual teoria explica o imperialismo como uma fase do capitalismo?,A teoria do imperialismo de Lenin explica o imperialismo como uma fase final do capitalismo monopolista.,2.0,4.82961,1.0,0.600,2.35294,6.01226,0.875,0.556
