Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que Paul Baran desenvolveu no início dos anos 60?,conceito de comutação adaptativa distribuída de mensagem,2.72727,4.82961,1.0,0.167,1.57143,4.25402,0.85714,0.400
Qual era o objetivo do método desenvolvido por Paul Baran?,prover um método eficiente e tolerante a falhas para mensagens de telecomunicações,2.0,4.82961,1.0,0.833,1.16667,5.20226,1.0,0.286
Quem é creditado pelo termo moderno comutação de pacotes?,Donald Davies,2.5,4.61384,1.0,0.333,0.5,1.85566,1.0,0.000
Onde trabalhou Donald Davies ao desenvolver o conceito de comutação de pacotes?,National Physical Laboratory,2.23077,5.32781,0.91667,0.250,1.0,2.50045,1.0,0.000
A comutação de pacotes contradiz qual outro método de transmissão de dados?,comutação de circuitos,2.07692,5.47097,0.83333,0.333,0.66667,2.50045,1.0,0.000
Qual é uma característica da comutação de circuitos?,taxa por unidade de tempo de conexão,1.77778,4.37319,1.0,0.250,0.85714,4.25402,0.85714,1.000
O que compõe os pacotes em comutação de pacotes?,cabeçalho e carga útil,1.7,4.75438,0.88889,0.000,0.75,3.01273,1.0,0.667
Para que serve a informação no cabeçalho dos pacotes?,para direcionar o pacote ao seu destino,2.3,4.61384,1.0,0.250,1.14286,4.10211,1.0,0.667
Quem financiou as pesquisas de Paul Baran sobre comutação de pacotes?,Departamento de Defesa dos Estados Unidos,2.16667,5.1549,0.90909,0.000,1.16667,3.79304,1.0,0.167
O conceito de comutação de pacotes foi incorporado em qual rede americana?,ARPANET,2.30769,5.32781,0.91667,0.286,0.0,1.0,1.0,0.000
