Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
cidade mais populosa da Flórida?,Jacksonville  ,1.83333,3.43523,1.0,0.500,0.0,1.0,1.0,0.000
rio que corre por Jacksonville?,Rio St. Johns  ,1.5,3.43523,1.0,0.333,0.5,2.50045,1.0,0.000
quando Jacksonville foi incorporada?,9 de fevereiro de 1832  ,1.4,3.01273,1.0,0.000,0.8,3.59796,0.8,0.333
qual time de futebol americano joga no EverBank Field?,Jacksonville Jaguars  ,2.2,4.61384,1.0,0.500,0.5,1.85566,1.0,0.000
quem fundou a colônia Fort Caroline?,Francescos di Girolamo Verazzano  ,1.71429,3.79304,1.0,0.250,1.5,3.01273,1.0,0.000
onde está localizado o Duval County Courthouse?,Jacksonville  ,1.75,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
qual é a temperatura máxima registrada em janeiro?,85 °F  ,2.11111,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
qual universidade tem campus principal em Jacksonville?,University of North Florida  ,1.875,4.10211,1.0,0.400,1.5,3.01273,1.0,0.000
qual time profissional está sediado em Jacksonville?,Jacksonville Jaguars  ,1.875,4.10211,1.0,0.400,0.5,1.85566,1.0,0.000
quando aconteceu o Super Bowl em Jacksonville?,6 de fevereiro de 2005,1.75,4.10211,1.0,0.200,0.8,3.59796,0.8,0.333
