Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é outro nome para a Guerra Franco-Indígena na América do Norte?,Guerra dos Franceses e Indios,2.5,5.36491,1.0,0.286,1.4,3.43523,1.0,0.000
Contra qual potência européia os Franceses estavam lutando principalmente?,Ingleses,2.1,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
Quem era um líder indígena destacado durante essa guerra?,Pontailler (Nota: Pontiac estava envolvido posteriormente),2.1,4.61384,1.0,0.800,2.0,3.79304,1.0,0.000
O que a França defendia na Batalha de Forte Dúque?,A área de Pittsburgh,2.54545,4.82961,1.0,0.167,0.75,3.01273,1.0,0.500
O que aconteceu com o Forte William Henry em 1757?,Caiu para os britânicos após um cerco,2.27273,4.96484,0.9,0.000,1.28571,4.10211,1.0,0.000
Quem comandava as forças francesas durante o cerco a Quebec?,Montcalm,2.54545,4.82961,1.0,0.000,0.0,1.0,1.0,0.000
Qual batalha marcou um ponto virada para os Franceses?,Batalha de Saratoga (apesar de ser mais conhecida no contexto americano),1.9,4.61384,1.0,0.400,1.61538,5.1549,0.90909,0.625
Qual era o objetivo militar principal dos Franceses na América do Norte?,O controle sobre rotas comerciais e territórios,2.84615,5.20226,1.0,0.750,1.0,4.10211,1.0,0.250
Como terminou a guerra para os Franceses?,Tratado de Paris (1763),1.625,4.10211,1.0,0.250,1.33333,3.01273,1.0,0.000
Em qual contexto maior essa guerra se encaixa?,Parte da Guerra dos Sete Anos,2.55556,4.37319,1.0,0.500,2.5,3.79304,1.0,0.000
