Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que foram os huguenotes?,um grupo de protestantes franceses.,1.5,3.43523,1.0,0.000,1.5,3.43523,1.0,0.333
Quem liderou os huguenotes durante as Guerras de Religião Francesa?,Jeanne d'Albret,2.45455,4.82961,1.0,0.167,1.5,2.50045,1.0,0.333
De onde pode ter vindo o termo huguenote?,do nome do político suíço Bezanson Hugues.,1.66667,4.37319,1.0,0.400,2.0,4.25402,0.85714,0.400
Quando foi assinado o Édito de Nantes?,1598,1.625,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
O que permitia o Édito de Nantes aos huguenotes?,autonomia religiosa,2.3,4.75438,0.88889,0.200,0.5,1.85566,1.0,0.000
Qual foi a principal causa da perseguição dos huguenotes sob Louis XIV?,o decreto do Edicto de Fontainebleau em 1685.,2.76923,5.20226,1.0,0.429,1.77778,4.37319,1.0,0.200
Quem foram os camisards?,um grupo derivado dos huguenotes.,1.4,3.01273,1.0,0.000,2.0,3.43523,1.0,0.667
Onde estavam concentrados os huguenotes na França?,nas partes sul e ocidental da França.,1.75,4.10211,1.0,0.000,1.75,4.10211,1.0,0.500
Quantos huguenotes havia no início das Guerras de Religião Francesa?,cerca de 10% da população francesa.,2.45455,4.82961,1.0,0.286,1.875,4.10211,1.0,0.333
Quando oficialmente terminou a perseguição aos protestantes em França?,com o Édito de Versalhes assinado por Luís XVI em 1787.,2.0,4.61384,1.0,0.200,2.16667,5.02467,1.0,0.143
