Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é a teoria da complexidade computacional?,A teoria da complexidade computacional se concentra na classificação de problemas computacionais de acordo com seu uso de recursos e explora as relações entre essas classificações.,2.0,4.37319,1.0,0.250,2.51852,6.87947,0.92308,0.250
Qual é o foco da computational complexity theory?,O foco da computational complexity theory é a classificação de problemas computacionais de acordo com sua utilização de recursos e a exploração das relações entre essas classificações.,2.33333,4.37319,1.0,0.200,3.0,7.03488,0.88889,0.308
Quem é Christos Papadimitriou e qual é seu campo de estudo?,Christos Papadimitriou é um pesquisador que se especializou em computational complexity theory,2.41667,5.1549,0.90909,0.333,1.16667,5.20226,1.0,0.000
Quais são algumas das áreas relacionadas à computational complexity theory?,Algumas das áreas relacionadas incluem: abstracção,3.09091,4.82961,1.0,0.167,2.57143,3.79304,1.0,0.000
Qual é o significado da Computational complexity theory na ciência da computação?,A Computational complexity theory classifica problemas computacionais de acordo com seu uso de recursos e explora as relações entre essas classificações,3.92308,5.32781,0.91667,0.429,1.80952,6.40552,0.95238,0.091
Quais são algumas das complexidade classes?,Algumas das complexidade classes incluem: P,1.71429,3.79304,1.0,0.333,2.28571,3.79304,1.0,0.000
Quem é Russell Impagliazzo e qual é seu campo de estudo?,Russell Impagliazzo é um pesquisador que se especializou em computational complexity theory,2.25,5.1549,0.90909,0.333,1.16667,5.20226,1.0,0.000
Quais são algumas das contribuições da Computational complexity theory para a área de ciência da computação?,Algumas das contribuições incluem: definição de classes de complexidade,2.76471,5.89142,0.9375,0.500,1.5,4.75438,0.88889,0.200
Quais são alguns dos conceitos fundamentais da computational complexity theory?,Alguns dos conceitos fundamentais incluem: problemas computacionais,2.09091,4.82961,1.0,0.167,1.75,4.10211,1.0,0.000
Quem é Vijay Vazirani e qual é sua área de especialização?,Vijay Vazirani é um pesquisador que se especializou em computational complexity theory,2.41667,5.1549,0.90909,0.167,1.16667,5.20226,1.0,0.000
