Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual a função principal do IPCC?,Avançar o conhecimento científico sobre mudanças climáticas.,1.71429,3.79304,1.0,0.667,1.75,4.10211,1.0,0.400
Quais organizações estabeleceram o IPCC em 1988?,A Organização Meteorológica Mundial (WMO) e o Programa das Nações Unidas para o Meio Ambiente (UNEP).,1.75,4.10211,1.0,0.000,2.52381,5.89142,0.9375,0.385
Onde está a sede do IPCC?,Geneva,1.71429,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
Qual o papel do IPCC em relação aos governos?,Informar os governos sobre as mudanças climáticas.,2.2,4.61384,1.0,0.333,1.625,4.10211,1.0,0.000
Quantos anos geralmente dura um ciclo de avaliação do IPCC?,Seis a sete anos.,2.09091,4.82961,1.0,0.500,1.6,3.01273,1.0,0.000
O que são os Assessment Reports do IPCC?,Compilações de descobertas para formuladores de políticas.,2.0,4.37319,1.0,0.400,1.625,4.25402,0.85714,0.000
Qual o objetivo do IPCC em relação à pesquisa original?,Não conduz sua própria pesquisa original.,2.18182,4.82961,1.0,1.250,1.57143,3.79304,1.0,0.750
Qual tratado da ONU o IPCC apoia?,Convenção-Quadro das Nações Unidas sobre Mudança do Clima.,2.25,4.10211,1.0,0.000,2.22222,4.37319,1.0,0.286
Qual foi a contribuição do IPCC para o Acordo de Paris?,Influenciou o Acordo de Paris em 2015.,2.25,5.02467,1.0,0.000,1.875,4.10211,1.0,0.000
Quem compartilhou o Prêmio Nobel da Paz com o IPCC em 2007?,Al Gore.,2.38462,5.32781,0.91667,0.000,1.0,1.85566,1.0,0.000
