Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é o tipo mais comum de desigualdade econômica?,desigualdade de renda e riqueza,2.2,4.61384,1.0,0.500,1.2,3.43523,1.0,0.667
Onde está concentrada a maior parte da população mundial em termos de renda?,em países de renda média,1.92857,5.36491,1.0,0.625,0.8,3.43523,1.0,0.667
Quais são os dois principais tipos de desigualdade econômica?,renda e patrimônio,1.7,4.61384,1.0,0.200,0.66667,2.50045,1.0,0.500
Qual é um exemplo de medida que considera desigualdade?,IDH ajustado para desigualdade,1.7,4.61384,1.0,0.250,0.75,3.01273,1.0,0.000
O que a globalização fez com a desigualdade entre nações?,reduziu,1.81818,4.96484,0.9,0.000,0.0,1.0,1.0,0.000
Quais são os três conceitos importantes de igualdade?,equidade,1.77778,4.37319,1.0,0.500,0.0,1.0,1.0,0.000
Qual é o impacto da desigualdade econômica no crescimento econômico?,inibe o crescimento,3.09091,4.82961,1.0,0.333,0.66667,2.50045,1.0,0.500
Em que período a desigualdade entre nações atingiu seu ápice?,na década de 1970,2.27273,4.82961,1.0,0.200,0.75,3.01273,1.0,0.500
Quais fatores contribuem para a desigualdade econômica?,políticas econômicas e sociais,1.625,4.10211,1.0,0.000,0.75,3.01273,1.0,0.000
Qual é um exemplo de política que pode reduzir a desigualdade?, impostos progressivos,1.75,5.02467,1.0,0.500,0.5,1.85566,1.0,0.000
