Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
De que organização o IPCC faz parte?,as Nações Unidas,2.0,4.10211,1.0,0.500,0.66667,2.50045,1.0,0.000
Quais organizações da ONU estabeleceram o IPCC?,a Organização Meteorológica Mundial (OMM) e o Programa das Nações Unidas para o Meio Ambiente (PNUMA),2.375,4.10211,1.0,0.000,2.1,5.89142,0.9375,0.385
O que a ONU quer estabilizar?,concentrações de gases de efeito estufa na atmosfera,1.71429,3.79304,1.0,0.000,1.25,4.51932,0.875,0.600
Qual é o tratado de mudança climática da ONU?,Convenção-Quadro das Nações Unidas sobre Mudança do Clima,2.0,4.61384,1.0,0.200,1.5,4.37319,1.0,0.286
Quem é o presidente atual do IPCC?,Hoesung Lee,2.0,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
O IPCC foi estabelecido em que ano?,1988,1.75,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Que tipo de entidade é o IPCC?,um painel intergovernamental,2.0,4.10211,1.0,0.250,0.66667,2.50045,1.0,0.000
Quantos grupos de trabalho o IPCC possui?,três,2.125,4.10211,1.0,0.250,0.0,1.0,1.0,1.000
Qual foi o primeiro relatório especial importante do IPCC?,Relatório Especial sobre Aquecimento Global de 1,2.2,4.61384,1.0,0.500,1.42857,4.10211,1.0,0.000
O que fazem os membros eleitos da burocracia do IPCC?,preparar relatórios do IPCC,2.63636,4.82961,1.0,0.000,1.5,3.01273,1.0,0.333
